r_fighter,b_fighter,date,referee,winner,r_record,r_losses,r_draws,r_wins,r_winsbydecisionmajority,r_winsbydecisionmajority,r_winsbydecisionunanimous,r_winsbydecisionunanimous,r_winsbydecisionsplit,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,b_record,b_losses,b_draws,b_wins,b_winsbydecisionmajority,b_winsbydecisionmajority,b_winsbydecisionunanimous,b_winsbydecisionunanimous,b_winsbydecisionsplit,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds)
Keita Nakamura,Salim Touahri,2018-12-01,Jim Perdios,Red,3-6-0,6,0,3,0,0,0,0,1,0,2,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.09,81.18,25.76,4.14,2.26,0.11,132.82,0.0,74.0,35.0,0.0,0.0,0.0,17.0
Mark Hunt,Justin Willis,2018-12-01,Herb Dean,Blue,8-9-0,9,0,8,0,0,1,1,0,7,0,0,3-0-0,0,0,3,0,0,2,2,0,1,0,0,0.28,42.41,16.06,0.0,0.0,0.0,2.25,0.75,88.25,56.5,2.0,1.25,0.0,141.5
Mauricio Rua,Tyson Pedro,2018-12-01,Steve Perceval,Red,9-9-0,9,0,9,0,0,1,1,1,7,0,0,3-2-0,2,0,3,0,0,0,0,0,1,2,0,0.79,70.09,35.9,1.12,0.65,0.0,23.36,0.56,21.12,13.06,2.38,0.12,0.81,61.88
Mizuto Hirota,Christos Giagos,2018-12-01,Steve Perceval,Blue,1-5-0,5,0,1,0,0,1,1,0,0,0,0,1-3-0,3,0,1,0,0,0,0,0,0,1,0,0.0,176.09,64.31,3.0,0.91,0.0,100.97,0.0,66.88,18.75,1.12,0.12,0.12,66.38
Suman Mokhtarian,Sodiq Yusuff,2018-12-01,Greg Kleynjans,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Wilson Reis,Ben Nguyen,2018-12-01,Herb Dean,Red,6-5-0,5,0,6,0,0,4,4,0,0,2,0,4-2-0,2,0,4,0,0,1,1,0,1,2,0,0.0,66.14,12.62,10.2,4.64,0.16,276.96,0.19,69.06,25.81,0.41,0.25,0.38,47.34
Yushin Okami,Aleksei Kunchenko,2018-12-01,Neil Swailes,Blue,14-6-0,6,0,14,0,0,7,7,2,4,0,1,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.0,19.96,11.37,7.35,3.28,0.25,414.74,0.0,153.0,44.0,2.0,1.0,0.0,0.0
Alex Oliveira,Gunnar Nelson,2018-12-08,Jerin Valel,Blue,9-4-0,4,0,9,0,0,2,2,0,4,3,0,7-3-0,3,0,7,0,0,1,1,0,0,6,0,0.33,34.05,19.03,1.97,1.25,0.35,99.09,0.03,16.11,9.53,0.9,0.6,0.42,91.04
Brad Katona,Matthew Lopez,2018-12-08,Brian Beauchamp,Red,1-0-0,0,0,1,0,0,1,1,0,0,0,0,2-3-0,3,0,2,0,0,1,1,0,1,0,0,0.0,111.0,71.0,7.0,2.0,0.0,499.0,0.0,53.88,27.62,5.06,2.25,1.19,152.38
Chad Laprise,Dhiego Lima,2018-12-08,Graham Bettes,Blue,6-3-0,3,0,6,0,0,2,2,1,3,0,0,1-5-0,5,0,1,0,0,1,1,0,0,0,0,0.25,58.11,25.7,0.91,0.39,0.0,68.83,0.25,21.09,10.03,0.31,0.19,0.12,20.78
Claudia Gadelha,Nina Ansaroff,2018-12-08,Jerin Valel,Blue,5-3-0,3,0,5,0,0,3,3,1,0,1,0,3-2-0,2,0,3,0,0,2,2,0,0,1,0,0.03,73.64,31.09,5.52,2.78,1.21,210.6,0.0,163.06,73.44,0.56,0.19,0.38,101.12
Devin Clark,Aleksandar Rakic,2018-12-08,Brian Beauchamp,Blue,3-2-0,2,0,3,0,0,3,3,0,0,0,0,2-0-0,0,0,2,0,0,2,2,0,0,0,0,0.06,63.56,41.06,7.31,4.12,0.06,434.69,0.5,147.0,75.0,2.0,1.5,0.0,376.5
Diego Ferreira,Kyle Nelson,2018-12-08,Ivan Svec,Red,4-2-0,2,0,4,0,0,1,1,0,2,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.53,82.81,35.56,1.59,0.03,0.09,81.03,,,,,,,
Elias Theodorou,Eryk Anders,2018-12-08,Jerin Valel,Red,7-2-0,2,0,7,0,0,5,5,0,2,0,0,3-2-0,2,0,3,0,0,1,1,0,2,0,0,0.0,156.57,76.98,1.52,0.49,0.0,188.74,0.56,77.0,36.88,7.0,3.56,0.5,255.0
Hakeem Dawodu,Kyle Bochniak,2018-12-08,Yves Lavigne,Red,1-1-0,1,0,1,0,0,1,1,0,0,0,0,2-3-0,3,0,2,0,0,1,1,1,0,0,0,0.0,86.5,39.0,0.5,0.0,0.0,23.0,0.06,138.12,38.44,5.25,0.88,0.0,81.94
Jimi Manuwa,Thiago Santos,2018-12-08,Todd Ronald Anderson,Blue,6-4-0,4,0,6,0,0,1,1,0,3,0,2,11-5-0,5,0,11,0,0,2,2,0,9,0,0,0.19,63.21,23.1,1.24,0.01,0.06,14.45,0.17,127.96,74.71,2.33,1.26,0.25,215.95
Katlyn Chookagian,Jessica Eye,2018-12-08,Todd Ronald Anderson,Blue,4-1-0,1,0,4,0,0,3,3,1,0,0,0,3-6-0,6,0,3,0,0,1,1,1,0,0,1,0.06,214.0,65.31,1.69,0.0,0.25,3.31,0.0,157.74,49.75,2.03,1.28,1.53,170.32
Max Holloway,Brian Ortega,2018-12-08,Yves Lavigne,Red,15-3-0,3,0,15,0,0,4,4,1,8,2,0,6-1-0,1,0,6,0,0,0,0,0,3,3,0,0.38,295.28,134.29,0.29,0.29,0.15,73.16,0.58,99.92,32.09,0.58,0.02,0.73,13.92
Olivier Aubin-Mercier,Gilbert Burns,2018-12-08,Yves Lavigne,Blue,7-3-0,3,0,7,0,0,1,1,1,1,4,0,6-3-0,3,0,6,0,0,1,1,0,2,3,0,0.25,33.64,19.44,4.37,1.68,0.6,185.77,0.38,52.83,23.55,1.94,0.9,0.05,40.71
Valentina Shevchenko,Joanna Jedrzejczyk,2018-12-08,Todd Ronald Anderson,Red,4-2-0,2,0,4,0,0,1,1,1,0,2,0,9-2-0,2,0,9,0,0,6,6,1,2,0,0,0.0,122.16,74.44,2.25,1.59,1.12,300.69,0.0,220.39,92.43,0.06,0.05,0.0,78.46
Adam Milstead,Mike Rodriguez,2018-12-15,Rob Hinds,Blue,1-2-0,2,0,1,0,0,0,0,0,1,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,95.75,43.75,0.0,0.0,0.0,5.0,0.0,66.0,40.0,0.0,0.0,0.0,38.0
Bobby Green,Drakkar Klose,2018-12-15,Keith Peterson,Blue,5-4-0,4,0,5,0,0,2,2,1,1,1,0,3-1-0,1,0,3,0,0,2,2,1,0,0,0,0.0,182.75,92.02,4.14,0.78,0.0,152.61,0.0,97.62,50.62,4.88,1.62,0.0,203.75
Chris de la Rocha,Juan Adams,2018-12-15,Joe Fipp,Blue,1-2-0,2,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,67.0,30.0,3.75,1.5,1.0,205.0,,,,,,,
Dan Ige,Jordan Griffin,2018-12-15,Joe Fipp,Red,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,70.0,30.0,7.0,1.0,0.0,54.0,,,,,,,
Edson Barboza,Dan Hooker,2018-12-15,Rob Hinds,Red,13-6-0,6,0,13,1,1,5,5,1,6,0,0,7-3-0,3,0,7,0,0,0,0,0,5,2,0,0.13,98.99,42.69,0.63,0.09,0.0,9.6,1.32,46.43,25.43,0.46,0.26,0.64,39.64
Gerald Meerschaert,Jack Hermansson,2018-12-15,Robert Madrigal,Blue,4-1-0,1,0,4,0,0,0,0,0,1,3,0,4-2-0,2,0,4,0,0,1,1,0,3,0,0,0.25,79.38,37.44,3.12,1.88,1.12,93.31,0.0,49.97,28.12,2.38,1.72,0.5,103.06
Jared Gordon,Joaquim Silva,2018-12-15,Rob Hinds,Blue,2-1-0,1,0,2,0,0,1,1,0,1,0,0,3-1-0,1,0,3,0,0,0,0,2,1,0,0,0.0,91.25,46.0,3.75,1.5,0.0,161.0,0.12,106.75,39.38,0.12,0.0,0.25,31.75
Jim Miller,Charles Oliveira,2018-12-15,Keith Peterson,Blue,18-12-0,12,0,18,0,0,6,6,2,3,7,0,12-9-0,9,0,12,0,0,1,1,0,0,11,0,0.0,41.13,20.71,2.17,1.04,0.61,50.63,0.0,41.64,19.73,2.76,1.51,1.14,81.12
Kevin Lee,Al Iaquinta,2018-12-15,Keith Peterson,Blue,10-3-0,3,0,10,0,0,3,3,1,1,4,1,8-3-0,3,0,8,0,0,3,3,1,4,0,0,0.0,159.93,90.11,6.99,3.19,0.26,576.85,0.64,111.56,37.03,1.88,0.08,0.02,6.62
Rob Font,Sergio Pettis,2018-12-15,Robert Madrigal,Red,5-3-0,3,0,5,0,0,0,0,0,4,1,0,8-4-0,4,0,8,0,0,7,7,1,0,0,0,0.55,115.35,30.31,1.24,0.41,0.22,28.81,0.01,126.19,44.54,0.45,0.12,0.01,11.43
Trevor Smith,Zak Cummings,2018-12-15,Keith Peterson,Blue,5-5-0,5,0,5,0,0,4,4,1,0,0,0,6-3-0,3,0,6,0,0,2,2,0,1,3,0,0.31,80.84,42.75,8.03,2.8,0.14,411.56,0.05,89.86,27.68,0.44,0.11,0.66,87.86
Zak Ottow,Dwight Grant,2018-12-15,Rob Hinds,Red,3-3-0,3,0,3,0,0,0,0,2,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.75,36.44,14.84,2.28,0.62,0.53,172.16,,,,,,,
Andrei Arlovski,Walt Harris,2018-12-29,Mike Beltran,Draw,16-11-0,11,0,16,0,0,4,4,1,9,2,0,4-6-0,6,0,4,0,0,0,0,0,4,0,0,0.0,86.6,34.61,3.27,1.51,0.0,61.54,0.61,56.26,22.94,0.28,0.25,0.02,54.77
BJ Penn,Ryan Hall,2018-12-29,Ed Collantes,Blue,12-13-0,13,0,12,0,0,1,1,0,6,4,1,2-0-0,0,0,2,0,0,2,2,0,0,0,0,0.51,79.75,36.02,0.31,0.07,0.02,76.22,0.0,79.0,34.5,2.5,0.5,0.5,222.5
Brian Kelleher,Montel Jackson,2018-12-29,Ed Collantes,Blue,3-2-0,2,0,3,0,0,1,1,0,1,1,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.12,139.56,59.12,4.31,0.94,0.19,126.12,0.0,94.0,42.0,2.0,2.0,0.0,45.0
Carlos Condit,Michael Chiesa,2018-12-29,Mike Beltran,Blue,7-8-0,8,0,7,0,0,1,1,1,4,0,1,7-4-0,4,0,7,0,0,2,2,0,0,5,0,0.04,77.48,30.11,0.61,0.56,0.53,102.83,0.0,29.3,11.74,3.74,1.42,0.32,122.58
Cat Zingano,Megan Anderson,2018-12-29,Marc Goddard,Blue,3-3-0,3,0,3,0,0,1,1,0,2,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,61.12,34.97,6.12,3.5,0.12,362.88,0.0,58.0,26.0,0.0,0.0,0.0,0.0
Chad Mendes,Alexander Volkanovski,2018-12-29,Mark Smith,Blue,9-4-0,4,0,9,0,0,3,3,0,6,0,0,5-0-0,0,0,5,0,0,3,3,0,2,0,0,0.64,33.57,18.6,1.33,0.67,0.02,65.81,1.06,129.69,85.31,9.12,2.56,1.5,321.19
Cris Cyborg,Amanda Nunes,2018-12-29,Marc Goddard,Blue,5-0-0,0,0,5,0,0,1,1,0,4,0,0,9-1-0,1,0,9,0,0,1,1,1,5,2,0,0.19,105.56,62.12,0.75,0.62,0.0,48.75,0.02,184.37,91.27,4.21,2.07,0.14,184.83
Curtis Millender,Siyar Bahadurzada,2018-12-29,Mike Beltran,Red,2-0-0,0,0,2,0,0,1,1,0,1,0,0,4-2-0,2,0,4,0,0,0,0,0,3,1,0,1.0,100.0,42.5,0.5,0.5,0.0,17.0,1.28,77.88,40.75,1.0,0.94,0.38,126.88
Douglas Silva de Andrade,Petr Yan,2018-12-29,Mark Smith,Blue,3-2-0,2,0,3,0,0,2,2,0,1,0,0,2-0-0,0,0,2,0,0,1,1,0,1,0,0,0.19,173.25,68.62,2.19,1.12,0.0,26.06,1.0,136.0,62.5,0.5,0.0,0.0,8.5
Ilir Latifi,Corey Anderson,2018-12-29,Marc Goddard,Blue,7-3-0,3,0,7,0,0,2,2,0,3,2,0,8-4-0,4,0,8,0,0,6,6,0,2,0,0,0.67,47.93,26.79,2.64,1.2,0.5,141.41,0.0,93.28,48.02,14.58,7.26,0.0,420.81
Jon Jones,Alexander Gustafsson,2018-12-29,Mike Beltran,Red,16-2-0,2,0,16,0,0,7,7,0,4,5,0,10-4-0,4,0,10,0,0,3,3,0,5,2,0,0.51,167.94,99.45,4.22,1.41,0.14,150.97,1.16,180.33,79.92,3.91,1.72,0.0,261.24
Nathaniel Wood,Andre Ewell,2018-12-29,Mark Smith,Red,1-0-0,0,0,1,0,0,0,0,0,0,1,0,1-0-0,0,0,1,0,0,0,0,1,0,0,0,0.0,97.0,33.0,0.0,0.0,1.0,41.0,1.0,123.0,53.0,1.0,1.0,0.0,28.0
Uriah Hall,Bevon Lewis,2018-12-29,Marc Goddard,Red,6-7-0,7,0,6,0,0,1,1,0,3,0,2,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.27,79.3,39.13,0.55,0.01,0.02,5.87,,,,,,,
Alexander Hernandez,Donald Cerrone,2019-01-19,Todd Ronald Anderson,Blue,2-0-0,0,0,2,0,0,1,1,0,1,0,0,21-8-0,8,0,21,0,0,6,6,0,9,6,0,0.5,47.0,23.5,5.0,2.0,0.0,216.0,0.4,55.82,27.75,3.36,0.35,0.51,69.17
Alonzo Menifield,Vinicius Moreira,2019-01-19,Dan Miragliotta,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Belal Muhammad,Geoff Neal,2019-01-19,Todd Ronald Anderson,Blue,5-2-0,2,0,5,0,0,3,3,1,1,0,0,2-0-0,0,0,2,0,0,0,0,0,1,1,0,0.0,149.25,69.39,5.25,2.45,0.5,146.72,1.0,66.5,36.5,0.0,0.0,0.5,37.5
Cory Sandhagen,Mario Bautista,2019-01-19,Kevin MacDonald,Red,2-0-0,0,0,2,0,0,0,0,0,2,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.5,130.0,73.0,0.5,0.5,0.0,183.0,,,,,,,
Dennis Bermudez,Te Edwards,2019-01-19,Blake Grice,Red,9-7-0,7,0,9,0,0,4,4,2,1,2,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,133.59,59.59,11.17,3.62,0.02,218.5,0.0,15.0,5.0,1.0,1.0,0.0,228.0
Glover Teixeira,Karl Roberson,2019-01-19,Dan Miragliotta,Red,10-5-0,5,0,10,0,0,2,2,0,4,3,1,2-1-0,1,0,2,0,0,1,1,0,0,1,0,0.02,50.1,20.85,3.11,0.58,0.82,77.46,0.0,42.75,22.25,1.75,1.25,0.5,171.5
Greg Hardy,Allen Crowder,2019-01-19,Dan Miragliotta,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,38.0,15.0,0.0,0.0,0.0,0.0
Gregor Gillespie,Yancy Medeiros,2019-01-19,Todd Ronald Anderson,Red,5-0-0,0,0,5,0,0,1,1,0,2,2,0,6-6-0,6,0,6,0,0,0,0,1,2,3,0,0.19,40.12,20.56,6.94,4.56,1.12,376.31,0.8,102.38,39.51,0.3,0.25,0.07,31.77
Henry Cejudo,TJ Dillashaw,2019-01-19,Kevin MacDonald,Red,7-2-0,2,0,7,0,0,4,4,2,1,0,0,12-3-0,3,0,12,0,0,4,4,0,7,1,0,0.19,117.98,44.82,7.67,2.66,0.0,296.09,1.52,104.73,47.62,1.69,0.74,0.14,81.05
Joanne Calderwood,Ariane Lipski,2019-01-19,Blake Grice,Red,4-3-0,3,0,4,0,0,2,2,0,1,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.16,71.48,31.75,0.56,0.31,1.0,47.53,,,,,,,
Joseph Benavidez,Dustin Ortiz,2019-01-19,Blake Grice,Red,13-3-0,3,0,13,0,0,7,7,1,4,1,0,8-5-0,5,0,8,0,0,1,1,3,4,0,0,0.0,131.99,48.33,4.65,1.08,0.0,116.03,0.62,51.5,17.13,4.07,2.16,0.0,114.27
Kyle Stewart,Chance Rencountre,2019-01-19,Dan Miragliotta,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,123.0,16.0,3.0,0.0,0.0,0.0
Paige VanZant,Rachael Ostovich,2019-01-19,Kevin MacDonald,Red,4-3-0,3,0,4,0,0,1,1,0,2,1,0,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0.12,80.19,36.28,1.77,0.17,0.08,110.61,0.0,54.5,21.5,0.5,0.5,1.0,19.0
Magomed Bibulatov,Rogerio Bontorin,2019-02-02,Jerin Valel,Blue,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,62.5,28.0,3.5,1.0,0.0,232.0,,,,,,,
Charles Oliveira,David Teymur,2019-02-02,Jerin Valel,Red,13-9-0,9,0,13,0,0,1,1,0,0,12,0,5-0-0,0,0,5,0,0,3,3,0,2,0,0,0.0,21.32,9.87,1.88,1.26,1.07,64.06,0.12,159.44,61.75,1.75,0.56,0.0,23.44
Demian Maia,Lyman Good,2019-02-02,Osiris Maia,Red,19-9-0,9,0,19,0,0,8,8,1,1,9,0,2-1-0,1,0,2,0,0,0,0,0,2,0,0,0.0,95.9,32.53,14.43,0.37,0.08,123.89,0.75,78.75,39.5,0.25,0.25,0.0,18.25
Geraldo de Freitas,Felipe Colares,2019-02-02,Osiris Maia,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Johnny Walker,Justin Ledet,2019-02-02,Eduardo Herdy,Red,1-0-0,0,0,1,0,0,0,0,0,1,0,0,3-1-0,1,0,3,0,0,1,1,1,0,1,0,1.0,11.0,10.0,0.0,0.0,0.0,4.0,0.0,74.62,29.5,0.62,0.12,0.12,9.38
Jose Aldo,Renato Moicano,2019-02-02,Jerin Valel,Red,9-3-0,3,0,9,0,0,6,6,0,3,0,0,5-1-0,1,0,5,0,0,1,1,2,0,2,0,0.52,104.62,50.59,0.29,0.04,0.02,22.04,0.5,121.25,58.38,1.62,0.91,0.53,52.62
Junior Albini,Jairzinho Rozenstruik,2019-02-02,Joao Claudio Soares,Blue,1-2-0,2,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.25,42.75,22.25,0.75,0.5,0.0,60.5,,,,,,,
Livinha Souza,Sarah Frota,2019-02-02,Camila Albuquerque,Red,1-0-0,0,0,1,0,0,0,0,0,0,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.0,10.0,1.0,1.0,1.0,39.0,,,,,,,
Mara Romero Borella,Taila Santos,2019-02-02,Camila Albuquerque,Red,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,108.0,41.0,2.0,1.0,0.5,98.5,,,,,,,
Markus Perez,Anthony Hernandez,2019-02-02,Eduardo Herdy,Red,1-2-0,2,0,1,0,0,0,0,0,0,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,77.0,35.5,2.0,0.75,0.75,65.0,,,,,,,
Raphael Assuncao,Marlon Moraes,2019-02-02,Jason Herzog,Blue,11-2-0,2,0,11,0,0,5,5,3,2,1,0,3-1-0,1,0,3,0,0,0,0,1,2,0,0,0.25,130.34,50.04,1.35,1.06,0.01,138.57,1.0,43.12,16.38,0.5,0.12,0.12,11.38
Ricardo Ramos,Said Nurmagomedov,2019-02-02,Joao Claudio Soares,Blue,3-0-0,0,0,3,0,0,1,1,1,1,0,0,1-0-0,0,0,1,0,0,0,0,1,0,0,0,0.5,118.5,48.75,2.5,1.25,0.75,63.75,0.0,113.0,65.0,11.0,1.0,0.0,120.0
Thiago Alves,Max Griffin,2019-02-02,Jason Herzog,Red,14-10-0,10,0,14,0,0,5,5,0,7,1,1,2-3-0,3,0,2,0,0,1,1,0,1,0,0,0.27,146.49,51.08,0.4,0.38,0.03,50.92,0.5,112.19,49.62,1.38,0.5,0.06,144.25
Callan Potter,Jalin Turner,2019-02-09,Peter Hickmott,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,58.0,31.0,0.0,0.0,0.0,0.0
Devonte Smith,Dong Hyun Ma,2019-02-09,Herb Dean,Red,1-0-0,0,0,1,0,0,0,0,0,1,0,0,3-2-0,2,0,3,0,0,1,1,1,1,0,0,1.0,19.0,13.0,0.0,0.0,0.0,3.0,0.25,100.44,45.75,0.88,0.62,0.0,86.38
Israel Adesanya,Anderson Silva,2019-02-09,Herb Dean,Red,4-0-0,0,0,4,0,0,1,1,1,2,0,0,17-5-0,5,0,17,0,0,3,3,0,11,3,0,1.62,90.0,49.88,0.62,0.0,0.25,31.75,0.14,81.56,42.68,0.0,0.0,0.0,1.11
Jimmy Crute,Sam Alvey,2019-02-09,Marc Goddard,Red,1-0-0,0,0,1,0,0,0,0,0,0,1,0,10-6-0,6,0,10,0,0,2,2,2,5,1,0,0.0,38.0,17.0,1.0,1.0,4.0,505.0,0.5,83.82,35.65,0.14,0.12,0.0,14.46
Kai Kara-France,Raulian Paiva,2019-02-09,Marc Goddard,Red,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,1.0,178.0,86.0,0.0,0.0,0.0,570.0,,,,,,,
Lando Vannata,Marcos Mariano,2019-02-09,Steve Perceval,Red,1-5-0,5,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,1.19,157.5,65.31,4.25,1.31,0.62,36.78,,,,,,,
Montana De La Rosa,Nadia Kassem,2019-02-09,Peter Hickmott,Red,2-0-0,0,0,2,0,0,0,0,0,0,2,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.0,83.0,31.0,3.0,0.0,1.0,139.5,0.0,105.0,52.0,1.0,0.0,6.0,88.0
Rani Yahya,Ricky Simon,2019-02-09,Steve Perceval,Blue,11-4-0,4,0,11,0,0,4,4,1,0,6,0,2-0-0,0,0,2,0,0,1,1,0,1,0,0,0.0,25.4,11.52,3.25,1.0,1.83,191.51,0.0,78.0,29.5,13.5,4.5,0.5,251.5
Shane Young,Austin Arnett,2019-02-09,Greg Kleynjans,Red,1-1-0,1,0,1,0,0,0,0,0,1,0,0,1-2-0,2,0,1,0,0,1,1,0,0,0,0,0.0,148.0,61.0,3.0,1.0,0.0,60.0,0.0,97.5,50.75,4.25,0.75,0.0,196.0
Teruto Ishihara,Kyung Ho Kang,2019-02-09,Herb Dean,Blue,3-5-0,5,0,3,0,0,1,1,0,2,0,0,3-3-0,3,0,3,0,0,0,0,1,0,2,0,0.45,61.13,23.1,2.9,0.5,0.0,62.52,0.0,98.91,41.0,2.0,1.12,0.75,173.91
Wuliji Buren,Jonathan Martinez,2019-02-09,Greg Kleynjans,Blue,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,60.5,24.0,7.5,3.0,0.0,195.0,0.0,111.0,71.0,2.0,1.0,0.0,300.0
Alexandra Albu,Emily Whitmire,2019-02-17,Ryan Brueggeman,Blue,2-0-0,0,0,2,0,0,1,1,0,0,1,0,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0.0,121.5,62.0,4.5,2.5,0.5,130.0,0.0,99.0,31.0,1.0,0.5,0.0,164.0
Alex Caceres,Kron Gracie,2019-02-17,Keith Peterson,Blue,9-10-0,10,0,9,0,0,3,3,3,0,2,1,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.14,135.54,65.47,0.63,0.12,0.13,47.59,,,,,,,
Andre Fili,Myles Jury,2019-02-17,Keith Peterson,Red,6-5-0,5,0,6,0,0,3,3,1,2,0,0,8-3-0,3,0,8,0,0,3,3,1,3,1,0,0.16,151.65,51.82,6.0,2.69,0.5,152.54,0.02,37.69,17.71,1.17,0.7,0.0,107.76
Ashlee Evans-Smith,Andrea Lee,2019-02-17,Al Guinee,Blue,3-3-0,3,0,3,0,0,1,1,1,1,0,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.0,205.72,73.88,3.06,0.69,0.0,70.62,0.0,93.0,56.0,5.0,3.0,2.0,484.0
Benito Lopez,Manny Bermudez,2019-02-17,Keith Peterson,Blue,1-0-0,0,0,1,0,0,1,1,0,0,0,0,2-0-0,0,0,2,0,0,0,0,0,0,2,0,1.0,187.0,78.0,0.0,0.0,1.0,53.0,0.5,16.5,7.5,2.5,0.5,2.5,68.5
Cortney Casey,Cynthia Calvillo,2019-02-17,Jason Herzog,Blue,4-5-0,5,0,4,0,0,1,1,1,1,1,0,4-1-0,1,0,4,0,0,1,1,0,0,3,0,0.0,242.15,84.0,3.3,0.52,0.77,84.38,0.0,74.56,31.19,3.0,1.62,1.12,155.94
Francis Ngannou,Cain Velasquez,2019-02-17,Jason Herzog,Red,7-2-0,2,0,7,0,0,0,0,0,5,1,1,12-2-0,2,0,12,0,0,2,2,0,10,0,0,0.6,36.08,12.82,0.12,0.0,0.14,8.73,0.73,117.03,67.73,5.57,2.12,0.13,284.68
James Vick,Paul Felder,2019-02-17,Keith Peterson,Blue,9-2-0,2,0,9,0,0,4,4,0,2,3,0,7-4-0,4,0,7,0,0,1,1,1,4,1,0,0.44,74.37,30.35,0.57,0.28,0.1,12.73,0.19,86.16,42.5,0.57,0.02,0.02,109.29
Jimmie Rivera,Aljamain Sterling,2019-02-17,Ryan Brueggeman,Blue,6-1-0,1,0,6,0,0,4,4,1,1,0,0,8-3-0,3,0,8,0,0,4,4,0,1,3,0,0.27,100.5,46.27,2.48,0.34,0.0,19.53,0.0,92.56,47.48,7.12,1.9,1.02,143.92
Renan Barao,Luke Sanders,2019-02-17,Al Guinee,Blue,9-6-0,6,0,9,0,0,4,4,0,2,3,0,2-3-0,3,0,2,0,0,1,1,0,0,1,0,0.01,137.12,60.52,3.96,2.02,1.01,226.29,0.31,56.75,26.12,0.25,0.06,0.06,58.75
Scott Holtzman,Nik Lentz,2019-02-17,Jason Herzog,Blue,5-2-0,2,0,5,0,0,3,3,0,1,1,0,13-8-0,8,0,13,0,0,6,6,2,3,2,0,0.66,117.27,69.17,4.72,2.83,0.05,397.17,0.5,103.87,60.58,4.58,1.24,0.76,146.86
Vicente Luque,Bryan Barberena,2019-02-17,Jason Herzog,Red,7-2-0,2,0,7,0,0,0,0,0,4,3,0,5-3-0,3,0,5,0,0,1,1,0,3,1,0,0.92,59.37,33.93,0.48,0.16,0.14,28.04,1.38,62.31,31.95,0.07,0.02,0.27,32.88
