b_fighter,gender,weightclass,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,b_record,b_losses,b_draws,b_wins,b_winbydecisionmajority,b_winbydecisionunanimous,b_winsbydecisionmajority,b_winsbydecisionsplit,b_winsbydecisionunanimous,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,b_matchwcrank,b_pfprank
Leslie Smith,FEMALE,Women's Bantamweight,31.0,Orthodox,175.26,167.64,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alptekin Ozkilic,MALE,Flyweight,28.0,Orthodox,165.1,165.1,125.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Joe Proctor,MALE,Lightweight,28.0,Orthodox,177.8,182.88,155.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Alex White,MALE,Featherweight,25.0,Southpaw,182.88,180.34,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Leonardo Mafra,MALE,Welterweight,25.0,Orthodox,177.8,177.8,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jerrod Sanders,MALE,Lightweight,34.0,Orthodox,172.72,182.88,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ian McCall,MALE,Flyweight,30.0,Orthodox,165.1,162.56,125.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,
Mike King,MALE,Middleweight,30.0,Orthodox,190.5,190.5,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Nikita Krylov,MALE,Light Heavyweight,22.0,Orthodox,190.5,195.58,205.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Diego Brandao,MALE,Featherweight,27.0,Orthodox,170.18,172.72,145.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,,
Zak Cummings,MALE,Welterweight,29.0,Southpaw,182.88,190.5,185.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Chris Dempsey,MALE,Light Heavyweight,26.0,Orthodox,177.8,182.88,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Phil Harris,MALE,Flyweight,30.0,Orthodox,162.56,162.56,125.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Naoyuki Kotani,MALE,Lightweight,32.0,Southpaw,172.72,167.64,155.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Joshua Sampo,MALE,Flyweight,29.0,Orthodox,162.56,162.56,125.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Trevor Smith,MALE,Middleweight,33.0,Orthodox,190.5,190.5,185.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tiago dos Santos e Silva,MALE,Lightweight,27.0,Orthodox,175.26,177.8,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Gilbert Burns,MALE,Welterweight,28.0,Orthodox,177.8,180.34,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rogerio Nogueira,MALE,Light Heavyweight,38.0,Southpaw,187.96,190.5,205.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Dennis Bermudez,MALE,Featherweight,27.0,Orthodox,167.64,167.64,155.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,2.0,0.0,,2.0,1.0,1.0,0.0,12.0,
Jorge Masvidal,MALE,Lightweight,29.0,Orthodox,180.34,187.96,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,14.0,
Tim Means,MALE,Welterweight,30.0,Orthodox,187.96,190.5,170.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Bobby Green,MALE,Lightweight,27.0,Orthodox,177.8,180.34,155.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,13.0,
Joanna Jedrzejczyk,FEMALE,Women's Strawweight,26.0,Orthodox,167.64,165.1,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Patrick Cummins,MALE,Light Heavyweight,33.0,Orthodox,187.96,193.04,205.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Matt Brown,MALE,Welterweight,33.0,Orthodox,182.88,190.5,170.0,12.0-5.0-0.0,5.0,0.0,12.0,0.0,2.0,0.0,,2.0,9.0,1.0,0.0,5.0,
Noad Lahat,MALE,Featherweight,30.0,Orthodox,175.26,175.26,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ross Pearson,MALE,Lightweight,29.0,Orthodox,172.72,175.26,155.0,7.0-5.0-0.0,5.0,0.0,7.0,0.0,4.0,0.0,,4.0,2.0,0.0,1.0,,
Zach Makovsky,MALE,Flyweight,31.0,Southpaw,162.56,162.56,125.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,9.0,
Frankie Saenz,MALE,Bantamweight,34.0,Orthodox,167.64,167.64,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ovince Saint Preux,MALE,Light Heavyweight,31.0,Southpaw,190.5,203.2,205.0,4.0-0.0-0.0,0.0,0.0,4.0,1.0,0.0,1.0,,0.0,2.0,1.0,0.0,10.0,
Lauren Murphy,FEMALE,Women's Bantamweight,31.0,Orthodox,170.18,170.18,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alan Jouban,MALE,Welterweight,32.0,Southpaw,182.88,185.42,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jack May,MALE,Heavyweight,33.0,Switch,203.2,200.66,255.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Robert Peralta,MALE,Featherweight,28.0,Orthodox,172.72,180.34,145.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Brad Tavares,MALE,Middleweight,26.0,Orthodox,185.42,187.96,185.0,7.0-2.0-0.0,2.0,0.0,7.0,0.0,5.0,0.0,,5.0,1.0,0.0,0.0,,
Sam Alvey,MALE,Middleweight,28.0,Southpaw,187.96,190.5,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Matt Hobar,MALE,Bantamweight,27.0,Southpaw,177.8,177.8,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Shinsho Anzai,MALE,Welterweight,28.0,Orthodox,170.18,177.8,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Colby Covington,MALE,Welterweight,26.0,Orthodox,180.34,182.88,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Chris Heatherly,MALE,Welterweight,26.0,Orthodox,175.26,172.72,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rocco Martin,MALE,Lightweight,24.0,Orthodox,182.88,185.42,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rafael Dos Anjos,MALE,Lightweight,29.0,Southpaw,172.72,177.8,170.0,10.0-5.0-0.0,5.0,0.0,10.0,0.0,6.0,0.0,,6.0,2.0,2.0,0.0,5.0,
Tom Niinimaki,MALE,Featherweight,32.0,Orthodox,175.26,175.26,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Milana Dudieva,FEMALE,Women's Bantamweight,25.0,Orthodox,160.02,154.94,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Thales Leites,MALE,Middleweight,32.0,Orthodox,185.42,198.12,185.0,8.0-3.0-0.0,3.0,0.0,8.0,0.0,3.0,0.0,,3.0,1.0,3.0,0.0,15.0,
Valmir Lazaro,MALE,Lightweight,29.0,Orthodox,182.88,185.42,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Clay Collard,MALE,Catch Weight,21.0,Orthodox,180.34,185.42,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Cung Le,MALE,Middleweight,42.0,Southpaw,175.26,175.26,185.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Jordan Mein,MALE,Welterweight,24.0,Orthodox,182.88,185.42,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Alex Garcia,MALE,Welterweight,27.0,Orthodox,175.26,182.88,170.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Jianping Yang,MALE,Featherweight,25.0,Orthodox,170.18,165.1,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Yuta Sasaki,MALE,Bantamweight,24.0,Southpaw,177.8,180.34,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Danny Mitchell,MALE,Welterweight,28.0,Orthodox,187.96,187.96,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dong Hyun Kim,MALE,Welterweight,32.0,Southpaw,187.96,193.04,170.0,10.0-3.0-0.0,3.0,0.0,10.0,0.0,6.0,0.0,,6.0,3.0,0.0,0.0,10.0,
Joby Sanchez,MALE,Flyweight,23.0,Orthodox,167.64,172.72,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Royston Wee,MALE,Bantamweight,27.0,Orthodox,170.18,170.18,135.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Brendan O'Reilly,MALE,Lightweight,27.0,Orthodox,170.18,175.26,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Shayna Baszler,FEMALE,Women's Bantamweight,34.0,Orthodox,170.18,170.18,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Cain Carrizosa,MALE,Lightweight,28.0,Orthodox,172.72,187.96,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Derek Brunson,MALE,Middleweight,30.0,Southpaw,185.42,195.58,185.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Diego Ferreira,MALE,Lightweight,29.0,Orthodox,175.26,187.96,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Anthony Hamilton,MALE,Heavyweight,34.0,Orthodox,195.58,193.04,260.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Joe Soto,MALE,Bantamweight,27.0,Orthodox,167.64,165.1,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Danny Castillo,MALE,Lightweight,35.0,Orthodox,175.26,180.34,155.0,7.0-3.0-0.0,3.0,0.0,7.0,0.0,4.0,0.0,,4.0,2.0,0.0,0.0,,
Damon Jackson,MALE,Lightweight,26.0,Switch,180.34,180.34,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rodrigo Damm,MALE,Lightweight,34.0,Orthodox,170.18,180.34,155.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Ben Rothwell,MALE,Heavyweight,32.0,Orthodox,193.04,198.12,265.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Tateki Matsuda,MALE,Bantamweight,28.0,Orthodox,170.18,165.1,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Gegard Mousasi,MALE,Middleweight,29.0,Orthodox,187.96,193.04,185.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,7.0,
Michael Chiesa,MALE,Lightweight,26.0,Southpaw,185.42,190.5,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Justin Scoggins,MALE,Flyweight,22.0,Southpaw,170.18,167.64,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Derrick Lewis,MALE,Heavyweight,29.0,Orthodox,190.5,200.66,260.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Chris Camozzi,MALE,Middleweight,27.0,Orthodox,187.96,193.04,185.0,6.0-5.0-0.0,5.0,0.0,6.0,0.0,2.0,0.0,,2.0,0.0,1.0,1.0,,
Chas Skelly,MALE,Featherweight,29.0,Orthodox,180.34,182.88,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Andrei Arlovski,MALE,Heavyweight,35.0,Orthodox,190.5,195.58,240.0,11.0-4.0-0.0,4.0,0.0,11.0,0.0,1.0,0.0,,1.0,7.0,2.0,0.0,14.0,
Leandro Silva,MALE,Lightweight,28.0,Orthodox,175.26,182.88,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Piotr Hallmann,MALE,Lightweight,27.0,Orthodox,175.26,180.34,155.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Dashon Johnson,MALE,Featherweight,26.0,Orthodox,170.18,177.8,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
George Sullivan,MALE,Welterweight,33.0,Orthodox,182.88,185.42,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Russell Doane,MALE,Bantamweight,28.0,Orthodox,170.18,177.8,135.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Larissa Pacheco,FEMALE,Women's Bantamweight,20.0,Orthodox,170.18,175.26,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Efrain Escudero,MALE,Lightweight,28.0,Orthodox,175.26,177.8,155.0,3.0-4.0-0.0,4.0,0.0,3.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Sean Spencer,MALE,Welterweight,27.0,Southpaw,177.8,190.5,170.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Johnny Bedford,MALE,Bantamweight,31.0,Orthodox,177.8,180.34,135.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Wendell Oliveira Marques,MALE,Welterweight,31.0,Orthodox,177.8,182.88,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Masanori Kanehara,MALE,Bantamweight,31.0,Orthodox,170.18,170.18,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Takenori Sato,MALE,Welterweight,29.0,Southpaw,177.8,180.34,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Sam Sicilia,MALE,Featherweight,28.0,Orthodox,172.72,170.18,145.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Johnny Case,MALE,Lightweight,25.0,Orthodox,177.8,182.88,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Richard Walsh,MALE,Welterweight,25.0,Orthodox,182.88,185.42,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Jon Delos Reyes,MALE,Flyweight,27.0,Orthodox,167.64,170.18,125.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Roy Nelson,MALE,Heavyweight,38.0,Orthodox,182.88,182.88,263.0,7.0-5.0-0.0,5.0,0.0,7.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,8.0,
Dan Hooker,MALE,Featherweight,24.0,Switch,182.88,190.5,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Kyung Ho Kang,MALE,Bantamweight,27.0,Orthodox,175.26,185.42,135.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Rin Nakai,FEMALE,Women's Bantamweight,27.0,Orthodox,154.94,152.4,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Takanori Gomi,MALE,Lightweight,35.0,Southpaw,170.18,177.8,155.0,4.0-4.0-0.0,4.0,0.0,4.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Amir Sadollah,MALE,Welterweight,34.0,Orthodox,177.8,187.96,170.0,6.0-4.0-0.0,4.0,0.0,6.0,0.0,3.0,0.0,,3.0,1.0,1.0,0.0,,
Amanda Nunes,FEMALE,Women's Bantamweight,26.0,Orthodox,172.72,175.26,145.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,8.0,
Chris Cariaso,MALE,Flyweight,33.0,Southpaw,160.02,160.02,125.0,7.0-3.0-0.0,3.0,0.0,7.0,0.0,4.0,0.0,,4.0,1.0,0.0,0.0,8.0,
Takeya Mizugaki,MALE,Bantamweight,30.0,Orthodox,170.18,172.72,135.0,7.0-2.0-0.0,2.0,0.0,7.0,0.0,3.0,0.0,,3.0,1.0,0.0,0.0,5.0,
Eddie Alvarez,MALE,Lightweight,30.0,Orthodox,175.26,175.26,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,
Conor McGregor,MALE,Featherweight,26.0,Southpaw,175.26,187.96,155.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,9.0,
Brian Ebersole,MALE,Welterweight,33.0,Southpaw,182.88,185.42,170.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Kevin Lee,MALE,Lightweight,22.0,Orthodox,175.26,195.58,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
James Krause,MALE,Lightweight,28.0,Orthodox,187.96,185.42,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Cody Gibson,MALE,Bantamweight,27.0,Orthodox,177.8,180.34,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Stephen Thompson,MALE,Welterweight,31.0,Orthodox,182.88,190.5,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,3.0,0.0,0.0,,
Yoel Romero,MALE,Middleweight,37.0,Southpaw,182.88,185.42,185.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,1.0,0.0,,1.0,3.0,0.0,0.0,10.0,
Max Holloway,MALE,Featherweight,22.0,Orthodox,180.34,175.26,155.0,6.0-3.0-0.0,3.0,0.0,6.0,0.0,1.0,0.0,,1.0,3.0,1.0,0.0,,
Matt Dwyer,MALE,Welterweight,24.0,Orthodox,193.04,193.04,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Gasan Umalatov,MALE,Welterweight,32.0,Orthodox,180.34,180.34,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Yosdenis Cedeno,MALE,Lightweight,29.0,Orthodox,172.72,175.26,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,
Anthony Njokuani,MALE,Lightweight,34.0,Orthodox,185.42,190.5,155.0,3.0-4.0-0.0,4.0,0.0,3.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Charles Rosa,MALE,Featherweight,28.0,Switch,175.26,175.26,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Bruno Santos,MALE,Middleweight,27.0,Orthodox,175.26,175.26,185.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rick Story,MALE,Welterweight,30.0,Southpaw,175.26,180.34,170.0,10.0-6.0-0.0,6.0,0.0,10.0,0.0,4.0,0.0,,4.0,2.0,2.0,0.0,,
Jan Blachowicz,MALE,Light Heavyweight,31.0,Orthodox,187.96,198.12,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Paul Felder,MALE,Lightweight,30.0,Orthodox,180.34,177.8,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Scott Askham,MALE,Middleweight,26.0,Southpaw,190.5,190.5,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Marcin Bandel,MALE,Lightweight,24.0,Orthodox,177.8,177.8,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Roman Salazar,MALE,Bantamweight,26.0,Orthodox,170.18,170.18,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alexander Yakovlev,MALE,Welterweight,30.0,Southpaw,190.5,187.96,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mike Wilkinson,MALE,Featherweight,27.0,Switch,170.18,172.72,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Li Jingliang,MALE,Welterweight,26.0,Orthodox,182.88,180.34,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jake Lindsey,MALE,Lightweight,28.0,Switch,180.34,180.34,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Chris Kelades,MALE,Flyweight,33.0,Orthodox,170.18,172.72,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Bryan Caraway,MALE,Bantamweight,30.0,Orthodox,172.72,172.72,135.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,10.0,
Tarec Saffiedine,MALE,Welterweight,28.0,Switch,177.8,177.8,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,9.0,
Krzysztof Jotko,MALE,Middleweight,25.0,Southpaw,185.42,195.58,185.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Ernest Chavez,MALE,Featherweight,31.0,Orthodox,172.72,177.8,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Lucas Martins,MALE,Featherweight,25.0,Southpaw,182.88,182.88,145.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,,
Beneil Dariush,MALE,Lightweight,25.0,Southpaw,177.8,182.88,155.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Hans Stringer,MALE,Light Heavyweight,27.0,Orthodox,190.5,185.42,205.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rocco Martin,MALE,Lightweight,24.0,Orthodox,182.88,185.42,170.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Andre Fili,MALE,Featherweight,24.0,Orthodox,180.34,187.96,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Christos Giagos,MALE,Lightweight,24.0,Orthodox,177.8,180.34,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Phil Davis,MALE,Light Heavyweight,30.0,Orthodox,187.96,200.66,205.0,8.0-3.0-0.0,3.0,0.0,8.0,0.0,5.0,0.0,,5.0,0.0,3.0,0.0,6.0,
Chad Mendes,MALE,Featherweight,29.0,Orthodox,167.64,167.64,145.0,7.0-1.0-0.0,1.0,0.0,7.0,0.0,3.0,0.0,,3.0,4.0,0.0,0.0,1.0,
Wilson Reis,MALE,Flyweight,29.0,Southpaw,162.56,165.1,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Neil Magny,MALE,Welterweight,27.0,Orthodox,190.5,203.2,170.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,4.0,0.0,,4.0,1.0,0.0,0.0,,
Naoyuki Kotani,MALE,Lightweight,32.0,Southpaw,172.72,167.64,155.0,0.0-3.0-0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
