r_name,b_name,date,month,year,gender,city,state,country,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,r_odds,r_age,r_stance,b_odds,b_age,b_stance,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion,r_undefeated,b_undefeated,r_age_range,b_age_range,heightdif,reachdif,agedif
Chris Lytle,Matt Brown,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,SUB,Armbar,2.0,False,Welterweight,3.0,0.0,-180.0,35.0,Orthodox,168.0,29.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,-2.54,-17.78,6.0
Forrest Petz,Daniel Roberts,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,S-DEC,,3.0,False,Welterweight,3.0,0.0,170.0,34.0,Orthodox,-200.0,29.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,-2.54,-7.62,5.0
George Sotiropoulos,Kurt Pellegrino,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-158.0,32.0,Orthodox,148.0,31.0,Orthodox,False,False,False,False,False,False,True,False,31-35,31-35,5.08,2.54,1.0
Gerald Harris,David Branch,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,KO/TKO,Slam,3.0,False,Middleweight,3.0,0.0,-250.0,30.0,Southpaw,210.0,28.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,-5.08,-2.54,2.0
Jon Madsen,Karlos Vemola,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Heavyweight,3.0,0.0,125.0,30.0,Orthodox,-145.0,24.0,Orthodox,False,False,False,False,False,False,True,True,26-30,21-25,0.0,-7.62,6.0
Kendall Grove,Goran Reljic,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,S-DEC,,3.0,False,Middleweight,3.0,0.0,130.0,27.0,Orthodox,-140.0,26.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,7.62,-5.08,1.0
Krzysztof Soszynski,Stephan Bonnar,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,KO/TKO,Punches,2.0,False,Light Heavyweight,3.0,0.0,-190.0,32.0,Open Stance,175.0,33.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-7.62,-2.54,-1.0
Seth Petruzelli,Ricardo Romero,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,SUB,Armbar,2.0,False,Light Heavyweight,3.0,0.0,150.0,30.0,Orthodox,-170.0,32.0,Orthodox,False,False,False,False,False,False,False,True,26-30,31-35,0.0,0.0,-2.0
Brian Stann,Mike Massenzio,2010-08-01,8,2010,MALE,San Diego,California,USA,SUB,Triangle Choke,3.0,False,Middleweight,3.0,0.0,180.0,29.0,Orthodox,-220.0,27.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,2.54,2.0
DaMarques Johnson,Matthew Riddle,2010-08-01,8,2010,MALE,San Diego,California,USA,KO/TKO,Punches,2.0,False,Welterweight,3.0,0.0,180.0,28.0,Orthodox,-220.0,24.0,Southpaw,False,False,False,False,False,False,False,False,26-30,21-25,0.0,2.54,4.0
Darren Elkins,Charles Oliveira,2010-08-01,8,2010,MALE,San Diego,California,USA,SUB,Armbar,1.0,False,Lightweight,3.0,0.0,200.0,26.0,Orthodox,-240.0,20.0,Orthodox,False,False,False,False,False,False,True,True,26-30,16-20,0.0,-7.62,6.0
James Irvin,Igor Pokrajac,2010-08-01,8,2010,MALE,San Diego,California,USA,SUB,Rear Naked Choke,1.0,False,Light Heavyweight,3.0,0.0,-160.0,31.0,Orthodox,140.0,31.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,5.08,-2.54,0.0
John Howard,Jake Ellenberger,2010-08-01,8,2010,MALE,San Diego,California,USA,KO/TKO,,3.0,False,Welterweight,3.0,0.0,181.0,27.0,Orthodox,-196.0,25.0,Orthodox,False,False,False,False,False,False,True,False,26-30,21-25,-5.08,0.0,2.0
Jon Jones,Vladimir Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,KO/TKO,Elbows,1.0,False,Light Heavyweight,3.0,0.0,-752.0,23.0,Orthodox,602.0,39.0,Orthodox,False,False,False,False,False,False,False,False,21-25,36-40,10.16,25.4,-16.0
Mark Munoz,Yushin Okami,2010-08-01,8,2010,MALE,San Diego,California,USA,S-DEC,,3.0,False,Middleweight,3.0,0.0,185.0,32.0,Orthodox,-200.0,29.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,-5.08,-7.62,3.0
Paul Kelly,Jacob Volkmann,2010-08-01,8,2010,MALE,San Diego,California,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-105.0,25.0,Orthodox,-115.0,29.0,Southpaw,False,False,False,False,False,False,False,False,21-25,26-30,0.0,-2.54,-4.0
Rob Kimmons,Steve Steinbeiss,2010-08-01,8,2010,MALE,San Diego,California,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,-195.0,29.0,Orthodox,168.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-12.7,-5.08,0.0
Tyson Griffin,Takanori Gomi,2010-08-01,8,2010,MALE,San Diego,California,USA,KO/TKO,Punch,1.0,False,Lightweight,3.0,0.0,-320.0,26.0,Orthodox,290.0,31.0,Southpaw,False,False,False,False,False,False,False,False,26-30,31-35,-2.54,-5.08,-5.0
Anderson Silva,Chael Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,SUB,Triangle Choke,5.0,True,Middleweight,5.0,0.0,-460.0,35.0,Southpaw,410.0,33.0,Southpaw,False,False,False,False,False,False,True,False,31-35,31-35,2.54,7.62,2.0
Ben Saunders,Dennis Hallman,2010-08-07,8,2010,MALE,Oakland,California,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,-300.0,27.0,Orthodox,250.0,34.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,12.7,12.7,-7.0
Clay Guida,Rafael Dos Anjos,2010-08-07,8,2010,MALE,Oakland,California,USA,SUB,Injury,3.0,False,Lightweight,3.0,0.0,116.0,28.0,Orthodox,-126.0,25.0,Southpaw,False,False,False,False,False,False,False,False,26-30,21-25,-2.54,0.0,3.0
Dustin Hazelett,Rick Story,2010-08-07,8,2010,MALE,Oakland,California,USA,KO/TKO,Punches,2.0,False,Welterweight,3.0,0.0,-150.0,24.0,Orthodox,130.0,25.0,Southpaw,False,False,False,False,False,False,False,False,21-25,21-25,10.16,12.7,-1.0
Johny Hendricks,Charlie Brenneman,2010-08-07,8,2010,MALE,Oakland,California,USA,KO/TKO,Punches,2.0,False,Welterweight,3.0,0.0,-370.0,26.0,Southpaw,310.0,29.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,-2.54,-7.62,-3.0
Jon Fitch,Thiago Alves,2010-08-07,8,2010,MALE,Oakland,California,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,116.0,32.0,Orthodox,-126.0,26.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,7.62,15.24,6.0
Matt Hughes,Ricardo Almeida,2010-08-07,8,2010,MALE,Oakland,California,USA,SUB,Arm Triangle,1.0,False,Welterweight,3.0,0.0,178.0,36.0,Switch,-193.0,33.0,Orthodox,False,False,False,False,False,False,False,False,36-40,31-35,-7.62,-2.54,3.0
Rodney Wallace,Phil Davis,2010-08-07,8,2010,MALE,Oakland,California,USA,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,600.0,28.0,Switch,-900.0,25.0,Orthodox,False,False,False,False,False,False,False,True,26-30,21-25,-12.7,-17.78,3.0
Roy Nelson,Junior Dos Santos,2010-08-07,8,2010,MALE,Oakland,California,USA,U-DEC,,3.0,False,Heavyweight,3.0,0.0,315.0,34.0,Orthodox,-345.0,26.0,Orthodox,False,False,False,False,False,False,True,True,31-35,26-30,-10.16,-12.7,8.0
Stefan Struve,Christian Morecraft,2010-08-07,8,2010,MALE,Oakland,California,USA,KO/TKO,Punch,2.0,False,Heavyweight,3.0,0.0,-200.0,22.0,Orthodox,170.0,23.0,Orthodox,False,False,False,False,False,False,False,True,21-25,21-25,12.7,7.62,-1.0
Todd Brown,Tim Boetsch,2010-08-07,8,2010,MALE,Oakland,California,USA,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,290.0,33.0,Orthodox,-350.0,29.0,Orthodox,False,False,False,False,False,False,True,False,31-35,26-30,-2.54,0.04,4.0
Andre Winner,Nik Lentz,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-115.0,28.0,Orthodox,105.0,26.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,7.62,12.7,2.0
Dan Miller,John Salter,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,SUB,Guillotine Choke,2.0,False,Middleweight,3.0,0.0,-230.0,29.0,Orthodox,190.0,25.0,Southpaw,False,False,False,False,False,False,False,False,26-30,21-25,0.0,0.0,4.0
Demian Maia,Mario Miranda,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,-210.0,32.0,Southpaw,190.0,31.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-5.08,-5.08,1.0
Frankie Edgar,BJ Penn,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,U-DEC,,5.0,True,Lightweight,5.0,0.0,248.0,28.0,Orthodox,-270.0,31.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,-7.62,-5.08,-3.0
Joe Lauzon,Gabe Ruediger,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,SUB,Armbar,1.0,False,Lightweight,3.0,0.0,-320.0,26.0,Orthodox,290.0,32.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,0.0,2.34,-6.0
Kenny Florian,Gray Maynard,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-140.0,34.0,Southpaw,130.0,31.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,2.54,10.16,3.0
Mike Pierce,Amilcar Alves,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,SUB,Armbar,3.0,False,Welterweight,3.0,0.0,-325.0,29.0,Orthodox,265.0,22.0,Southpaw,False,False,False,False,False,False,False,True,26-30,21-25,-10.16,-7.62,7.0
Nate Diaz,Marcus Davis,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,SUB,Guillotine Choke,3.0,False,Welterweight,3.0,0.0,-190.0,25.0,Southpaw,175.0,37.0,Southpaw,False,False,False,False,False,False,False,False,21-25,36-40,5.08,15.24,-12.0
Nick Osipczak,Greg Soto,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,-200.0,25.0,Orthodox,170.0,24.0,Orthodox,False,False,False,False,False,False,False,False,21-25,21-25,7.62,7.62,1.0
Randy Couture,James Toney,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,SUB,Arm Triangle,1.0,False,Heavyweight,3.0,0.0,-600.0,47.0,Orthodox,500.0,42.0,Orthodox,False,False,False,False,False,False,False,True,46-50,41-45,10.16,7.5,5.0
Brian Foster,Forrest Petz,2010-09-15,9,2010,MALE,Austin,Texas,USA,KO/TKO,Punches,1.0,False,Welterweight,3.0,0.0,-240.0,26.0,Orthodox,200.0,34.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,0.0,0.0,-8.0
Cole Miller,Ross Pearson,2010-09-15,9,2010,MALE,Austin,Texas,USA,SUB,Rear Naked Choke,2.0,False,Lightweight,3.0,0.0,190.0,26.0,Orthodox,-210.0,25.0,Orthodox,False,False,False,False,False,False,False,True,26-30,21-25,12.7,12.7,1.0
Efrain Escudero,Charles Oliveira,2010-09-15,9,2010,MALE,Austin,Texas,USA,SUB,Rear Naked Choke,3.0,False,Lightweight,3.0,0.0,-155.0,24.0,Orthodox,145.0,20.0,Orthodox,False,False,False,False,False,False,False,True,21-25,16-20,-2.54,-10.16,4.0
Jared Hamman,Kyle Kingsbury,2010-09-15,9,2010,MALE,Austin,Texas,USA,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,-185.0,28.0,Orthodox,160.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,-2.54,0.0
Jim Miller,Gleison Tibau,2010-09-15,9,2010,MALE,Austin,Texas,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-125.0,27.0,Southpaw,115.0,26.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,-5.08,0.0,1.0
Nate Marquardt,Rousimar Palhares,2010-09-15,9,2010,MALE,Austin,Texas,USA,KO/TKO,Punches,1.0,False,Middleweight,3.0,0.0,-235.0,31.0,Orthodox,215.0,30.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,10.16,7.62,1.0
Rich Attonito,Rafael Natal,2010-09-15,9,2010,MALE,Austin,Texas,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,168.0,33.0,Orthodox,-195.0,27.0,Orthodox,False,False,False,False,False,False,True,True,31-35,26-30,-5.08,-10.16,6.0
TJ Waldburger,David Mitchell,2010-09-15,9,2010,MALE,Austin,Texas,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,140.0,22.0,Orthodox,-160.0,30.0,Orthodox,False,False,False,False,False,False,True,True,21-25,26-30,-2.54,-2.54,-8.0
Tomasz Drwal,David Branch,2010-09-15,9,2010,MALE,Austin,Texas,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,-155.0,28.0,Orthodox,135.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,0.0,-5.08,0.0
Yves Edwards,John Gunderson,2010-09-15,9,2010,MALE,Austin,Texas,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,105.0,33.0,Southpaw,-125.0,31.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,0.0,10.16,2.0
CB Dollaway,Joe Doerksen,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,SUB,Guillotine Choke,1.0,False,Middleweight,3.0,0.0,-255.0,27.0,Orthodox,235.0,32.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,5.08,2.54,-5.0
Frank Mir,Mirko Cro Cop,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,,,,False,Heavyweight,3.0,0.0,-210.0,31.0,Southpaw,190.0,36.0,Southpaw,False,False,False,False,False,False,False,False,31-35,36-40,2.54,15.24,-5.0
Mark Hunt,Sean McCorkle,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,SUB,Armbar,1.0,False,Heavyweight,3.0,0.0,-190.0,36.0,Orthodox,165.0,34.0,Orthodox,False,False,False,False,False,False,True,True,36-40,31-35,-22.86,-22.86,2.0
Matt Mitrione,Joey Beltran,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,U-DEC,,3.0,False,Heavyweight,3.0,0.0,-174.0,32.0,Switch,164.0,28.0,Orthodox,False,False,False,False,False,False,True,True,31-35,26-30,5.08,10.16,4.0
Matt Serra,Chris Lytle,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,125.0,36.0,Orthodox,-135.0,36.0,Orthodox,False,False,False,False,False,False,False,False,36-40,36-40,-12.7,0.0,0.0
Melvin Guillard,Jeremy Stephens,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,-105.0,27.0,Orthodox,-105.0,24.0,Orthodox,False,False,False,False,False,False,False,False,26-30,21-25,2.54,-7.62,3.0
Rogerio Nogueira,Ryan Bader,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,160.0,34.0,Southpaw,-170.0,27.0,Orthodox,False,False,False,False,False,False,True,True,31-35,26-30,0.0,2.54,7.0
Sean Sherk,Evan Dunham,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,167.0,37.0,Orthodox,-178.0,28.0,Southpaw,False,False,False,False,False,False,False,True,36-40,26-30,-10.16,-7.62,9.0
Steve Lopez,Waylon Lowe,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,140.0,26.0,Orthodox,-160.0,29.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,10.16,15.34,-3.0
TJ Grant,Julio Paulino,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,-220.0,26.0,Orthodox,180.0,34.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,-5.08,-2.54,-8.0
Thiago Tavares,Pat Audinwood,2010-09-25,9,2010,MALE,Indianapolis,Indiana,USA,SUB,Guillotine Choke,1.0,False,Lightweight,3.0,0.0,-280.0,25.0,Orthodox,240.0,24.0,Orthodox,False,False,False,False,False,False,False,True,21-25,21-25,-12.7,-15.28,1.0
Cyrille Diabate,Alexander Gustafsson,2010-10-16,10,2010,MALE,London,England,United Kingdom,SUB,Rear Naked Choke,2.0,False,Light Heavyweight,3.0,0.0,135.0,37.0,Southpaw,-155.0,23.0,Orthodox,False,False,False,False,False,False,True,False,36-40,21-25,2.54,5.08,14.0
Dan Hardy,Carlos Condit,2010-10-16,10,2010,MALE,London,England,United Kingdom,KO/TKO,Punch,1.0,False,Welterweight,3.0,0.0,-170.0,28.0,Orthodox,160.0,26.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-5.08,-2.54,2.0
James McSweeney,Fabio Maldonado,2010-10-16,10,2010,MALE,London,England,United Kingdom,KO/TKO,Punches,3.0,False,Light Heavyweight,3.0,0.0,200.0,29.0,Switch,-240.0,30.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,7.62,5.08,-1.0
James Wilks,Claude Patrick,2010-10-16,10,2010,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Welterweight,3.0,0.0,145.0,32.0,Orthodox,-165.0,30.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,5.08,0.0,2.0
John Hathaway,Mike Pyle,2010-10-16,10,2010,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Welterweight,3.0,0.0,-475.0,23.0,Orthodox,420.0,35.0,Orthodox,False,False,False,False,False,False,True,False,21-25,31-35,2.54,2.54,-12.0
Michael Bisping,Yoshihiro Akiyama,2010-10-16,10,2010,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Middleweight,3.0,0.0,-210.0,31.0,Orthodox,190.0,35.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,7.62,5.08,-4.0
Paul Sass,Mark Holst,2010-10-16,10,2010,MALE,London,England,United Kingdom,SUB,Triangle Choke,1.0,False,Lightweight,3.0,0.0,-185.0,22.0,Orthodox,160.0,25.0,Orthodox,False,False,False,False,False,False,True,False,21-25,21-25,0.0,-4.58,-3.0
Rob Broughton,Vinicius Queiroz,2010-10-16,10,2010,MALE,London,England,United Kingdom,SUB,Rear Naked Choke,3.0,False,Heavyweight,3.0,0.0,145.0,27.0,Orthodox,-165.0,27.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,-12.7,-14.04,0.0
Spencer Fisher,Curt Warburton,2010-10-16,10,2010,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Lightweight,3.0,0.0,-210.0,34.0,Southpaw,175.0,29.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,-12.7,-7.62,5.0
Brendan Schaub,Gabriel Gonzaga,2010-10-23,10,2010,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Heavyweight,3.0,0.0,125.0,27.0,Orthodox,-145.0,31.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,5.08,5.08,-4.0
Brock Lesnar,Cain Velasquez,2010-10-23,10,2010,MALE,Anaheim,California,USA,KO/TKO,Punches,1.0,True,Heavyweight,5.0,0.0,-165.0,33.0,Orthodox,155.0,28.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,5.08,10.16,5.0
Chris Camozzi,Dongi Yang,2010-10-23,10,2010,MALE,Anaheim,California,USA,S-DEC,,3.0,False,Middleweight,3.0,0.0,-110.0,23.0,Orthodox,-110.0,25.0,Southpaw,False,False,False,False,False,False,True,True,21-25,21-25,10.16,12.7,-2.0
Court McGee,Ryan Jensen,2010-10-23,10,2010,MALE,Anaheim,California,USA,SUB,Arm Triangle,3.0,False,Middleweight,3.0,0.0,-250.0,25.0,Orthodox,210.0,33.0,Orthodox,False,False,False,False,False,False,True,False,21-25,31-35,-5.08,-2.54,-8.0
Diego Sanchez,Paulo Thiago,2010-10-23,10,2010,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,130.0,28.0,Southpaw,-140.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,-2.54,-1.0
Jake Shields,Martin Kampmann,2010-10-23,10,2010,MALE,Anaheim,California,USA,S-DEC,,3.0,False,Welterweight,3.0,0.0,-170.0,31.0,Orthodox,160.0,28.0,Orthodox,False,False,False,False,False,False,True,False,31-35,26-30,0.0,0.0,3.0
Jon Madsen,Gilbert Yvel,2010-10-23,10,2010,MALE,Anaheim,California,USA,KO/TKO,Punches,1.0,False,Heavyweight,3.0,0.0,-225.0,30.0,Orthodox,185.0,34.0,Orthodox,False,False,False,False,False,False,True,False,26-30,31-35,-5.08,-12.7,-4.0
Mike Guymon,Daniel Roberts,2010-10-23,10,2010,MALE,Anaheim,California,USA,SUB,Anaconda Choke,1.0,False,Welterweight,3.0,0.0,125.0,36.0,Orthodox,-145.0,30.0,Southpaw,False,False,False,False,False,False,False,False,36-40,26-30,5.08,0.0,6.0
Patrick Cote,Tom Lawlor,2010-10-23,10,2010,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,-175.0,30.0,Orthodox,155.0,27.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,-7.62,3.0
Sam Stout,Paul Taylor,2010-10-23,10,2010,MALE,Anaheim,California,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,-200.0,26.0,Orthodox,170.0,30.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-7.62,-5.08,-4.0
Tito Ortiz,Matt Hamill,2010-10-23,10,2010,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,163.0,35.0,Orthodox,-173.0,34.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,5.08,-5.08,1.0
Amir Sadollah,Peter Sobotta,2010-11-13,11,2010,MALE,Oberhausen,North Rhine-Westphalia,Germany,U-DEC,,3.0,False,Welterweight,3.0,0.0,-265.0,30.0,Orthodox,245.0,23.0,Southpaw,False,False,False,False,False,False,False,False,26-30,21-25,-5.08,-2.54,7.0
Dennis Siver,Andre Winner,2010-11-13,11,2010,MALE,Oberhausen,North Rhine-Westphalia,Germany,SUB,Rear Naked Choke,1.0,False,Lightweight,3.0,0.0,105.0,31.0,Orthodox,-115.0,29.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,-12.7,-7.62,2.0
Duane Ludwig,Nick Osipczak,2010-11-13,11,2010,MALE,Oberhausen,North Rhine-Westphalia,Germany,S-DEC,,3.0,False,Welterweight,3.0,0.0,280.0,32.0,Orthodox,-340.0,25.0,Orthodox,False,False,False,False,False,False,False,False,31-35,21-25,-10.16,-15.24,7.0
Kris McCray,Carlos Eduardo Rocha,2010-11-13,11,2010,MALE,Oberhausen,North Rhine-Westphalia,Germany,SUB,Kneebar,1.0,False,Welterweight,3.0,0.0,-115.0,29.0,Orthodox,-105.0,29.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,5.08,15.24,0.0
Krzysztof Soszynski,Goran Reljic,2010-11-13,11,2010,MALE,Oberhausen,North Rhine-Westphalia,Germany,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,-108.0,33.0,Open Stance,-102.0,26.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,-5.08,-10.16,7.0
Kyle Noke,Rob Kimmons,2010-11-13,11,2010,MALE,Oberhausen,North Rhine-Westphalia,Germany,SUB,Rear Naked Choke,2.0,False,Middleweight,3.0,0.0,-220.0,30.0,Southpaw,180.0,29.0,Orthodox,False,False,False,False,False,False,True,False,26-30,26-30,7.62,7.62,1.0
Nate Marquardt,Yushin Okami,2010-11-13,11,2010,MALE,Oberhausen,North Rhine-Westphalia,Germany,U-DEC,,3.0,False,Middleweight,3.0,0.0,-190.0,31.0,Orthodox,175.0,29.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,-5.08,-2.54,2.0
Pascal Krauss,Mark Scanlon,2010-11-13,11,2010,MALE,Oberhausen,North Rhine-Westphalia,Germany,U-DEC,,3.0,False,Welterweight,3.0,0.0,-230.0,23.0,Orthodox,190.0,27.0,Orthodox,False,False,False,False,False,False,True,True,21-25,26-30,10.16,5.08,-4.0
Seth Petruzelli,Karlos Vemola,2010-11-13,11,2010,MALE,Oberhausen,North Rhine-Westphalia,Germany,KO/TKO,Punches,1.0,False,Light Heavyweight,3.0,0.0,-105.0,30.0,Orthodox,-115.0,25.0,Orthodox,False,False,False,False,False,False,False,False,26-30,21-25,0.0,2.54,5.0
Vladimir Matyushenko,Alexandre Ferreira,2010-11-13,11,2010,MALE,Oberhausen,North Rhine-Westphalia,Germany,KO/TKO,Elbows,1.0,False,Light Heavyweight,3.0,0.0,-220.0,39.0,Orthodox,180.0,31.0,Orthodox,False,False,False,False,False,False,False,True,36-40,31-35,12.7,17.78,8.0
Aaron Simpson,Mark Munoz,2010-11-20,11,2010,MALE,Auburn Hills,Michigan,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,115.0,36.0,Orthodox,-125.0,32.0,Orthodox,False,False,False,False,False,False,False,False,36-40,31-35,0.0,2.54,4.0
George Sotiropoulos,Joe Lauzon,2010-11-20,11,2010,MALE,Auburn Hills,Michigan,USA,SUB,Kimura,2.0,False,Lightweight,3.0,0.0,-225.0,33.0,Orthodox,205.0,26.0,Orthodox,False,False,False,False,False,False,True,False,31-35,26-30,0.0,0.0,7.0
Gerald Harris,Maiquel Falcao,2010-11-20,11,2010,MALE,Auburn Hills,Michigan,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,-250.0,31.0,Southpaw,230.0,29.0,Orthodox,False,False,False,False,False,False,True,True,31-35,26-30,0.0,20.58,2.0
Karo Parisyan,Dennis Hallman,2010-11-20,11,2010,MALE,Auburn Hills,Michigan,USA,KO/TKO,Punches,1.0,False,Welterweight,3.0,0.0,-160.0,28.0,Orthodox,140.0,34.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,2.54,0.0,-6.0
Matt Brown,Brian Foster,2010-11-20,11,2010,MALE,Auburn Hills,Michigan,USA,SUB,Guillotine Choke,2.0,False,Welterweight,3.0,0.0,120.0,29.0,Orthodox,-130.0,26.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,7.62,10.16,3.0
Matt Hughes,BJ Penn,2010-11-20,11,2010,MALE,Auburn Hills,Michigan,USA,KO/TKO,Punch,1.0,False,Welterweight,3.0,0.0,195.0,37.0,Switch,-215.0,31.0,Orthodox,False,False,False,False,False,False,False,False,36-40,31-35,0.0,7.62,6.0
Mike Lullo,Edson Barboza,2010-11-20,11,2010,MALE,Auburn Hills,Michigan,USA,KO/TKO,Kicks,3.0,False,Lightweight,3.0,0.0,355.0,31.0,Orthodox,-445.0,24.0,Orthodox,False,False,False,False,False,False,True,True,31-35,21-25,-7.62,-12.5,7.0
