r_name,b_name,date,month,year,gender,city,state,country,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,r_odds,r_age,r_stance,b_odds,b_age,b_stance,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion,r_undefeated,b_undefeated,r_age_range,b_age_range,heightdif,reachdif,agedif
David Zawada,Ramazan Emeev,2021-01-16,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,S-DEC,,,False,Welterweight,3.0,1.0,210.0,30.0,Orthodox,-275.0,33.0,Southpaw,False,False,False,False,False,False,False,False,26-30,31-35,5.08,-2.54,-3.0
Jacob Kilburn,Austin Lingo,2021-01-16,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Featherweight,3.0,1.0,180.0,25.0,Orthodox,-230.0,26.0,Orthodox,False,False,False,False,False,False,False,False,21-25,26-30,-2.54,5.08,-1.0
Joaquin Buckley,Alessio Di Chirico,2021-01-16,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Middleweight,3.0,1.0,-278.0,26.0,Southpaw,215.0,31.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,-5.08,5.08,-5.0
Max Holloway,Calvin Kattar,2021-01-16,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Featherweight,5.0,1.0,-162.0,29.0,Orthodox,138.0,32.0,Orthodox,True,False,True,False,False,False,False,False,26-30,31-35,0.0,-7.62,-3.0
Punahele Soriano,Dusko Todorovic,2021-01-16,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Middleweight,3.0,1.0,130.0,28.0,Southpaw,-159.0,26.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,-5.08,-5.08,2.0
Santiago Ponzinibbio,Li Jingliang,2021-01-16,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Welterweight,3.0,1.0,-305.0,34.0,Orthodox,240.0,32.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,0.0,5.08,2.0
Sarah Moras,Vanessa Melo,2021-01-16,1,2021,FEMALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Women's Bantamweight,3.0,1.0,-230.0,32.0,Orthodox,180.0,32.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,5.08,5.08,0.0
Wu Yanan,Joselyne Edwards,2021-01-16,1,2021,FEMALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Women's Bantamweight,3.0,1.0,-110.0,24.0,Orthodox,-110.0,25.0,Orthodox,False,False,False,False,False,False,False,True,21-25,21-25,0.0,-10.16,-1.0
Dalcha Lungiambula,Markus Perez,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Middleweight,3.0,1.0,-143.0,33.0,Orthodox,115.0,32.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-12.7,7.62,1.0
Francisco Figueiredo,Jerome Rivera,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Flyweight,3.0,1.0,-155.0,31.0,Southpaw,125.0,25.0,Southpaw,False,False,False,False,False,False,True,False,31-35,21-25,-10.16,-7.62,6.0
Ike Villanueva,Vinicius Moreira,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Light Heavyweight,3.0,1.0,-134.0,36.0,Orthodox,110.0,31.0,Orthodox,False,False,False,False,False,False,False,False,36-40,31-35,-7.62,-7.62,5.0
Lerone Murphy,Douglas Silva de Andrade,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Featherweight,3.0,1.0,-305.0,29.0,Orthodox,240.0,35.0,Orthodox,False,False,False,False,False,False,True,False,26-30,31-35,5.08,12.7,-6.0
Matt Schnell,Tyson Nam,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,S-DEC,,,False,Flyweight,3.0,1.0,105.0,31.0,Orthodox,-130.0,37.0,Orthodox,True,False,True,False,False,False,False,False,31-35,36-40,2.54,5.08,-6.0
Michael Chiesa,Neil Magny,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Welterweight,5.0,1.0,120.0,33.0,Southpaw,-148.0,33.0,Orthodox,True,False,True,False,False,False,False,False,31-35,31-35,-5.08,-12.7,0.0
Mike Davis,Mason Jones,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Lightweight,3.0,1.0,-175.0,28.0,Orthodox,135.0,25.0,Orthodox,False,False,False,False,False,False,False,True,26-30,21-25,5.08,5.08,3.0
Omari Akhmedov,Tom Breese,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,False,Middleweight,3.0,1.0,128.0,33.0,Orthodox,-159.0,29.0,Southpaw,True,False,False,False,False,False,False,False,31-35,26-30,-7.62,0.0,4.0
Ricky Simon,Gaetano Pirrello,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,False,Bantamweight,3.0,1.0,-400.0,28.0,Orthodox,300.0,28.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,-2.54,5.08,0.0
Roxanne Modafferi,Viviane Araujo,2021-01-20,1,2021,FEMALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Women's Flyweight,3.0,1.0,260.0,38.0,Orthodox,-335.0,34.0,Orthodox,True,False,True,False,False,False,False,False,36-40,31-35,7.62,2.54,4.0
Su Mudaerji,Zarrukh Adashev,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Flyweight,3.0,1.0,-400.0,25.0,Southpaw,300.0,28.0,Southpaw,False,False,False,False,False,False,False,False,21-25,26-30,7.62,17.78,-3.0
Umar Nurmagomedov,Sergey Morozov,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,False,Bantamweight,3.0,1.0,-530.0,24.0,Orthodox,375.0,31.0,Orthodox,False,False,False,False,False,False,True,True,21-25,31-35,5.08,5.08,-7.0
Victoria Leonardo,Manon Fiorot,2021-01-20,1,2021,FEMALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Women's Flyweight,3.0,1.0,170.0,30.0,Orthodox,-215.0,30.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,-5.08,-7.62,0.0
Warlley Alves,Mounir Lazzez,2021-01-20,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Welterweight,3.0,1.0,185.0,30.0,Orthodox,-230.0,33.0,Orthodox,False,False,False,False,False,False,False,True,26-30,31-35,-5.08,-10.16,-3.0
Amir Albazi,Zhalgas Zhumagulov,2021-01-23,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Flyweight,3.0,0.0,-106.0,27.0,Orthodox,-118.0,32.0,Switch,True,False,False,False,False,False,True,False,26-30,31-35,2.54,5.08,-5.0
Andrew Sanchez,Makhmud Muradov,2021-01-23,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Middleweight,3.0,0.0,115.0,32.0,Orthodox,-143.0,30.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,-2.54,-2.54,2.0
Brad Tavares,Antonio Carlos Junior,2021-01-23,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Middleweight,3.0,0.0,-134.0,33.0,Orthodox,105.0,30.0,Orthodox,True,False,False,False,False,False,False,False,31-35,26-30,-2.54,-12.7,3.0
Dan Hooker,Michael Chandler,2021-01-23,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Lightweight,3.0,0.0,-134.0,30.0,Switch,105.0,34.0,Orthodox,True,False,False,False,False,False,False,True,26-30,31-35,10.16,10.16,-4.0
Dustin Poirier,Conor McGregor,2021-01-23,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Lightweight,5.0,0.0,250.0,32.0,Southpaw,-305.0,32.0,Southpaw,True,False,True,False,False,False,False,False,31-35,31-35,0.0,-5.08,0.0
Jessica Eye,Joanne Calderwood,2021-01-23,1,2021,FEMALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Women's Flyweight,3.0,0.0,-105.0,34.0,Orthodox,-117.0,35.0,Orthodox,True,False,True,False,False,False,False,False,31-35,31-35,0.0,2.54,-1.0
Julianna Pena,Sara McMann,2021-01-23,1,2021,FEMALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,False,Women's Bantamweight,3.0,0.0,105.0,31.0,Orthodox,-130.0,40.0,Orthodox,True,False,True,False,False,False,False,False,31-35,36-40,0.0,7.62,-9.0
Khalil Rountree Jr.,Marcin Prachnio,2021-01-23,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Light Heavyweight,3.0,0.0,-335.0,30.0,Southpaw,250.0,32.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,-5.08,5.08,-2.0
Marina Rodriguez,Amanda Ribas,2021-01-23,1,2021,FEMALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Women's Strawweight,3.0,0.0,250.0,33.0,Orthodox,-335.0,27.0,Orthodox,True,False,True,False,False,False,False,True,31-35,26-30,7.62,-2.54,6.0
Nik Lentz,Movsar Evloev,2021-01-23,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,S-DEC,,,False,Catch Weight,3.0,0.0,390.0,36.0,Orthodox,-560.0,26.0,Orthodox,False,False,False,False,False,False,False,True,36-40,26-30,2.54,-10.16,10.0
Alexandre Pantoja,Manel Kape,2021-02-06,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Flyweight,3.0,1.0,-125.0,30.0,Orthodox,100.0,27.0,Southpaw,True,False,False,False,False,False,False,True,26-30,26-30,0.0,-2.54,3.0
Alistair Overeem,Alexander Volkov,2021-02-06,2,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Heavyweight,5.0,1.0,150.0,40.0,Orthodox,-182.0,32.0,Orthodox,True,False,True,False,False,False,False,False,36-40,31-35,-7.62,0.0,8.0
Cory Sandhagen,Frankie Edgar,2021-02-06,2,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Bantamweight,3.0,1.0,-400.0,28.0,Switch,300.0,39.0,Orthodox,True,False,True,False,False,False,False,False,26-30,36-40,12.7,5.08,-11.0
Diego Ferreira,Beneil Dariush,2021-02-06,2,2021,MALE,Las Vegas,Nevada,USA,S-DEC,,,False,Lightweight,3.0,1.0,-125.0,36.0,Orthodox,105.0,31.0,Southpaw,True,False,True,False,False,False,False,False,36-40,31-35,-2.54,5.08,5.0
Michael Johnson,Clay Guida,2021-02-06,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Lightweight,3.0,1.0,-225.0,34.0,Southpaw,175.0,39.0,Orthodox,False,False,False,False,False,False,False,False,31-35,36-40,7.62,7.62,-5.0
Mike Rodriguez,Danilo Marques,2021-02-06,2,2021,MALE,Las Vegas,Nevada,USA,SUB,,,False,Light Heavyweight,3.0,1.0,-240.0,32.0,Southpaw,188.0,35.0,Orthodox,False,False,False,False,False,False,False,True,31-35,31-35,-5.08,12.7,-3.0
Molly McCann,Lara Procopio,2021-02-06,2,2021,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Flyweight,3.0,1.0,-177.0,30.0,Orthodox,140.0,25.0,Orthodox,False,False,False,False,False,False,False,False,26-30,21-25,0.0,-12.7,5.0
SeungWoo Choi,Youssef Zalal,2021-02-06,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Featherweight,3.0,1.0,175.0,28.0,Orthodox,-230.0,24.0,Switch,False,False,False,False,False,False,False,False,26-30,21-25,5.08,5.08,4.0
Andre Ewell,Chris Gutierrez,2021-02-13,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Catch Weight,3.0,1.0,112.0,33.0,Southpaw,-129.0,29.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,-2.54,20.32,4.0
Belal Muhammad,Dhiego Lima,2021-02-13,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Welterweight,3.0,1.0,-447.0,32.0,Orthodox,340.0,32.0,Orthodox,True,False,False,False,False,False,False,False,31-35,31-35,-7.62,-7.62,0.0
Gabe Green,Philip Rowe,2021-02-13,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Welterweight,3.0,1.0,-138.0,27.0,Switch,120.0,30.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,-12.7,-17.78,-3.0
Kamaru Usman,Gilbert Burns,2021-02-13,2,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,True,Welterweight,5.0,1.0,-278.0,33.0,Switch,228.0,34.0,Orthodox,True,True,True,False,True,False,True,False,31-35,31-35,5.08,12.7,-1.0
Kelvin Gastelum,Ian Heinisch,2021-02-13,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Middleweight,3.0,1.0,-205.0,29.0,Southpaw,174.0,32.0,Orthodox,True,False,True,False,False,False,False,False,26-30,31-35,-5.08,-2.54,-3.0
Maki Pitolo,Julian Marquez,2021-02-13,2,2021,MALE,Las Vegas,Nevada,USA,SUB,,,False,Middleweight,3.0,1.0,145.0,30.0,Orthodox,-177.0,30.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-10.16,7.62,0.0
Maycee Barber,Alexa Grasso,2021-02-13,2,2021,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Flyweight,3.0,1.0,-107.0,22.0,Switch,-107.0,27.0,Orthodox,True,False,True,False,False,False,False,False,21-25,26-30,0.0,-2.54,-5.0
Polyana Viana,Mallory Martin,2021-02-13,2,2021,FEMALE,Las Vegas,Nevada,USA,SUB,,,False,Women's Strawweight,3.0,1.0,100.0,28.0,Orthodox,-115.0,27.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,2.54,10.16,1.0
Ricky Simon,Brian Kelleher,2021-02-13,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Featherweight,3.0,1.0,-253.0,28.0,Orthodox,210.0,34.0,Switch,False,False,False,False,False,False,False,False,26-30,31-35,0.0,7.62,-6.0
Rodolfo Vieira,Anthony Hernandez,2021-02-13,2,2021,MALE,Las Vegas,Nevada,USA,SUB,,,False,Middleweight,3.0,1.0,-487.0,31.0,Orthodox,365.0,27.0,Orthodox,False,False,False,False,False,False,True,False,31-35,26-30,0.0,-5.08,4.0
Aiemann Zahabi,Drako Rodriguez,2021-02-20,2,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Bantamweight,3.0,1.0,150.0,33.0,Orthodox,-190.0,24.0,Orthodox,False,False,False,False,False,False,False,False,31-35,21-25,0.0,-2.54,9.0
Aleksei Oleinik,Chris Daukaus,2021-02-20,2,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Heavyweight,3.0,1.0,140.0,43.0,Orthodox,-177.0,31.0,Orthodox,False,False,False,False,False,False,False,True,41-45,31-35,-2.54,10.16,12.0
Andrei Arlovski,Tom Aspinall,2021-02-20,2,2021,MALE,Las Vegas,Nevada,USA,SUB,,,False,Heavyweight,3.0,1.0,200.0,42.0,Orthodox,-265.0,27.0,Orthodox,False,False,False,False,False,False,False,True,41-45,26-30,-5.08,-2.54,15.0
Charles Rosa,Darrick Minner,2021-02-20,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Featherweight,3.0,1.0,-190.0,34.0,Switch,150.0,30.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,5.08,0.0,4.0
Curtis Blaydes,Derrick Lewis,2021-02-20,2,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Heavyweight,5.0,1.0,-400.0,30.0,Orthodox,300.0,36.0,Orthodox,False,False,False,False,False,False,False,False,26-30,36-40,2.54,2.54,-6.0
Eddie Wineland,John Castaneda,2021-02-20,2,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Bantamweight,3.0,1.0,100.0,36.0,Orthodox,-125.0,29.0,Switch,False,False,False,False,False,False,False,False,36-40,26-30,2.54,-5.08,7.0
Jared Gordon,Danny Chavez,2021-02-20,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Featherweight,3.0,1.0,110.0,32.0,Orthodox,-139.0,33.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,2.54,2.54,-1.0
Ketlen Vieira,Yana Kunitskaya,2021-02-20,2,2021,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Bantamweight,3.0,1.0,-278.0,29.0,Orthodox,215.0,31.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,5.08,0.0,-2.0
Nate Landwehr,Julian Erosa,2021-02-20,2,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Featherweight,3.0,1.0,-112.0,32.0,Orthodox,-112.0,31.0,Southpaw,False,False,False,False,False,False,False,False,31-35,31-35,-10.16,-5.08,1.0
Phil Hawes,Nassourdine Imavov,2021-02-20,2,2021,MALE,Las Vegas,Nevada,USA,M-DEC,,,False,Middleweight,3.0,1.0,-125.0,32.0,Orthodox,-105.0,25.0,Orthodox,False,False,False,False,False,False,False,False,31-35,21-25,-7.62,5.08,7.0
Serghei Spivac,Jared Vanderaa,2021-02-20,2,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Heavyweight,3.0,1.0,-250.0,26.0,Orthodox,195.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,-5.08,-2.0
Shana Dobson,Casey O'Neill,2021-02-20,2,2021,FEMALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Women's Flyweight,3.0,1.0,125.0,31.0,Orthodox,-155.0,23.0,Orthodox,False,False,False,False,False,False,False,True,31-35,21-25,0.0,0.0,8.0
Alex Caceres,Kevin Croom,2021-02-27,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Featherweight,3.0,1.0,-150.0,32.0,Southpaw,130.0,33.0,Orthodox,False,False,False,False,False,False,False,True,31-35,31-35,-2.54,0.0,-1.0
Alexander Hernandez,Thiago Moises,2021-02-27,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Lightweight,3.0,1.0,-220.0,28.0,Orthodox,180.0,25.0,Orthodox,False,False,False,False,False,False,False,False,26-30,21-25,0.0,5.08,3.0
Alexis Davis,Sabina Mazo,2021-02-27,2,2021,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Bantamweight,3.0,1.0,178.0,36.0,Orthodox,-215.0,23.0,Orthodox,False,False,False,False,False,False,False,False,36-40,21-25,-2.54,-5.08,13.0
Dustin Jacoby,Maxim Grishin,2021-02-27,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Light Heavyweight,3.0,1.0,-157.0,32.0,Orthodox,137.0,36.0,Orthodox,False,False,False,False,False,False,False,False,31-35,36-40,0.0,-5.08,-4.0
Jairzinho Rozenstruik,Ciryl Gane,2021-02-27,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Heavyweight,5.0,1.0,185.0,32.0,Orthodox,-225.0,30.0,Orthodox,True,False,True,False,False,False,False,True,31-35,26-30,0.0,-7.62,2.0
Nikita Krylov,Magomed Ankalaev,2021-02-27,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Light Heavyweight,3.0,1.0,250.0,28.0,Orthodox,-300.0,28.0,Orthodox,True,False,True,False,False,False,False,False,26-30,26-30,0.0,5.08,0.0
Pedro Munhoz,Jimmie Rivera,2021-02-27,2,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Bantamweight,3.0,1.0,115.0,34.0,Orthodox,-135.0,31.0,Orthodox,True,False,True,False,False,False,False,False,31-35,31-35,5.08,-7.62,3.0
Vince Cachero,Ronnie Lawrence,2021-02-27,2,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Bantamweight,3.0,1.0,160.0,31.0,Orthodox,-185.0,28.0,Switch,False,False,False,False,False,False,False,True,31-35,26-30,-5.08,0.0,3.0
Amanda Nunes,Megan Anderson,2021-03-06,3,2021,FEMALE,Las Vegas,Nevada,USA,SUB,,,True,Women's Featherweight,5.0,1.0,-700.0,32.0,Orthodox,500.0,31.0,Orthodox,True,True,False,False,True,False,False,False,31-35,31-35,-10.16,-7.62,1.0
Dominick Cruz,Casey Kenney,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,S-DEC,,,False,Bantamweight,3.0,1.0,120.0,35.0,Orthodox,-140.0,29.0,Southpaw,True,False,False,False,False,False,False,False,31-35,26-30,2.54,0.0,6.0
Islam Makhachev,Drew Dober,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,SUB,,,False,Lightweight,3.0,1.0,-460.0,29.0,Southpaw,365.0,32.0,Southpaw,True,False,False,False,False,False,False,False,26-30,31-35,5.08,0.0,-3.0
Jan Blachowicz,Israel Adesanya,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,True,Light Heavyweight,5.0,1.0,205.0,38.0,Orthodox,-245.0,31.0,Switch,True,True,False,True,True,False,False,True,36-40,31-35,-5.08,-5.08,7.0
Joseph Benavidez,Askar Askarov,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Flyweight,3.0,1.0,125.0,36.0,Southpaw,-145.0,28.0,Orthodox,True,False,True,False,False,False,False,True,36-40,26-30,-5.08,-5.08,8.0
Kennedy Nzechukwu,Carlos Ulberg,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Light Heavyweight,3.0,1.0,190.0,28.0,Southpaw,-230.0,30.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,2.54,15.24,-2.0
Livinha Souza,Amanda Lemos,2021-03-06,3,2021,FEMALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Women's Strawweight,3.0,1.0,200.0,29.0,Orthodox,-240.0,33.0,Southpaw,True,False,False,False,False,False,False,False,26-30,31-35,-2.54,-5.08,-4.0
Mario Bautista,Trevin Jones,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Bantamweight,3.0,1.0,-240.0,27.0,Switch,200.0,30.0,Southpaw,False,False,False,False,False,False,False,True,26-30,26-30,5.08,-2.54,-3.0
Petr Yan,Aljamain Sterling,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,DQ,,,True,Bantamweight,5.0,1.0,-122.0,28.0,Switch,102.0,31.0,Orthodox,True,True,True,False,True,False,True,False,26-30,31-35,0.0,-10.16,-3.0
Rogerio Bontorin,Kai Kara-France,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Flyweight,3.0,1.0,117.0,28.0,Orthodox,-137.0,27.0,Orthodox,True,False,False,False,False,False,False,False,26-30,26-30,2.54,-5.08,1.0
Sean Brady,Jake Matthews,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,SUB,,,False,Welterweight,3.0,1.0,-220.0,28.0,Orthodox,180.0,26.0,Orthodox,False,False,False,False,False,False,True,False,26-30,26-30,-2.54,-2.54,2.0
Song Yadong,Kyler Phillips,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Bantamweight,3.0,1.0,-220.0,23.0,Orthodox,180.0,25.0,Orthodox,True,False,False,False,False,False,True,True,21-25,21-25,0.0,-12.7,-2.0
Thiago Santos,Aleksandar Rakic,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Light Heavyweight,3.0,1.0,160.0,37.0,Orthodox,-185.0,29.0,Orthodox,True,False,True,False,False,False,False,False,36-40,26-30,-5.08,-5.08,8.0
Tim Elliott,Jordan Espinosa,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Flyweight,3.0,1.0,-155.0,34.0,Southpaw,135.0,31.0,Orthodox,True,False,False,False,False,False,False,False,31-35,31-35,2.54,-7.62,3.0
Uros Medic,Aalon Cruz,2021-03-06,3,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Lightweight,3.0,1.0,-200.0,27.0,Southpaw,170.0,31.0,Switch,False,False,False,False,False,False,True,False,26-30,31-35,2.54,-17.78,-4.0
Angela Hill,Ashley Yoder,2021-03-13,3,2021,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Strawweight,3.0,1.0,-330.0,36.0,Orthodox,270.0,33.0,Southpaw,True,False,False,False,False,False,False,False,36-40,31-35,-10.16,-12.7,3.0
Charles Jourdain,Marcelo Rojo,2021-03-13,3,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Featherweight,3.0,1.0,-300.0,25.0,Switch,250.0,32.0,Orthodox,False,False,False,False,False,False,False,True,21-25,31-35,2.54,-5.08,-7.0
Cortney Casey,JJ Aldrich,2021-03-13,3,2021,FEMALE,Las Vegas,Nevada,USA,S-DEC,,,False,Women's Flyweight,3.0,1.0,122.0,33.0,Orthodox,-142.0,28.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,5.08,0.0,5.0
Dan Ige,Gavin Tucker,2021-03-13,3,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Featherweight,3.0,1.0,-190.0,29.0,Orthodox,165.0,34.0,Southpaw,True,False,False,False,False,False,False,False,26-30,31-35,2.54,12.7,-5.0
Gloria de Paula,Jinh Yu Frey,2021-03-13,3,2021,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Strawweight,3.0,1.0,-200.0,25.0,Orthodox,170.0,35.0,Southpaw,False,False,False,False,False,False,True,False,21-25,31-35,5.08,5.08,-10.0
Jonathan Martinez,Davey Grant,2021-03-13,3,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Bantamweight,3.0,1.0,-300.0,26.0,Southpaw,250.0,35.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,0.0,2.54,-9.0
Manel Kape,Matheus Nicolau,2021-03-13,3,2021,MALE,Las Vegas,Nevada,USA,S-DEC,,,False,Flyweight,3.0,1.0,-130.0,27.0,Southpaw,110.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,5.08,-1.0
Matthew Semelsberger,Jason Witt,2021-03-13,3,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Welterweight,3.0,1.0,-130.0,28.0,Switch,110.0,34.0,Orthodox,False,False,False,False,False,False,True,False,26-30,31-35,7.62,12.7,-6.0
Misha Cirkunov,Ryan Spann,2021-03-13,3,2021,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Light Heavyweight,3.0,1.0,-125.0,34.0,Orthodox,105.0,29.0,Orthodox,True,False,True,False,False,False,False,False,31-35,26-30,-5.08,-5.08,5.0
Nasrat Haqparast,Rafa Garcia,2021-03-13,3,2021,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Lightweight,3.0,1.0,-525.0,25.0,Southpaw,415.0,26.0,Orthodox,False,False,False,False,False,False,False,True,21-25,26-30,7.62,5.08,-1.0
