r_fighter,gender,weightclass,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,r_record,r_losses,r_draws,r_wins,r_winbydecisionmajority,r_winbydecisionunanimous,r_winsbydecisionmajority,r_winsbydecisionsplit,r_winsbydecisionunanimous,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,r_matchwcrank,r_pfprank
Sean Sherk,MALE,Lightweight,37.0,Orthodox,167.64,170.18,155.0,7.0-4.0-0.0,4.0,0.0,7.0,0.0,5.0,0.0,,5.0,0.0,1.0,1.0,,
Steve Lopez,MALE,Lightweight,26.0,Orthodox,180.34,180.34,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
TJ Grant,MALE,Welterweight,26.0,Orthodox,177.8,182.88,155.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Thiago Tavares,MALE,Lightweight,25.0,Orthodox,170.18,172.72,145.0,4.0-4.0-0.0,4.0,0.0,4.0,0.0,3.0,0.0,,3.0,0.0,1.0,0.0,,
Cyrille Diabate,MALE,Light Heavyweight,37.0,Southpaw,198.12,205.74,205.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Dan Hardy,MALE,Welterweight,28.0,Orthodox,182.88,187.96,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
James McSweeney,MALE,Light Heavyweight,29.0,Switch,193.04,195.58,230.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
James Wilks,MALE,Welterweight,32.0,Orthodox,185.42,190.5,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
John Hathaway,MALE,Welterweight,23.0,Orthodox,185.42,190.5,170.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,3.0,0.0,,3.0,1.0,0.0,0.0,,
Michael Bisping,MALE,Middleweight,31.0,Orthodox,185.42,190.5,185.0,9.0-3.0-0.0,3.0,0.0,9.0,0.0,2.0,0.0,,2.0,6.0,0.0,0.0,,
Paul Sass,MALE,Lightweight,22.0,Orthodox,182.88,185.42,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rob Broughton,MALE,Heavyweight,27.0,Orthodox,187.96,187.96,265.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Spencer Fisher,MALE,Lightweight,34.0,Southpaw,170.18,177.8,155.0,8.0-5.0-0.0,5.0,0.0,8.0,0.0,3.0,0.0,,3.0,2.0,2.0,1.0,,
Brendan Schaub,MALE,Heavyweight,27.0,Orthodox,193.04,198.12,245.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Brock Lesnar,MALE,Heavyweight,33.0,Orthodox,190.5,205.74,265.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,2.0,1.0,0.0,,
Chris Camozzi,MALE,Middleweight,23.0,Orthodox,187.96,193.04,185.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Court McGee,MALE,Middleweight,25.0,Orthodox,180.34,190.5,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Diego Sanchez,MALE,Welterweight,28.0,Southpaw,177.8,182.88,170.0,10.0-4.0-0.0,4.0,0.0,10.0,0.0,4.0,0.0,,4.0,5.0,0.0,0.0,,
Jake Shields,MALE,Welterweight,31.0,Orthodox,182.88,182.88,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jon Madsen,MALE,Heavyweight,30.0,Orthodox,182.88,182.88,240.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Mike Guymon,MALE,Welterweight,36.0,Orthodox,182.88,187.96,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Patrick Cote,MALE,Middleweight,30.0,Orthodox,180.34,180.34,170.0,4.0-6.0-0.0,6.0,0.0,4.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Sam Stout,MALE,Lightweight,26.0,Orthodox,175.26,177.8,155.0,4.0-5.0-0.0,5.0,0.0,4.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,,
Tito Ortiz,MALE,Light Heavyweight,35.0,Orthodox,190.5,187.96,205.0,14.0-8.0-0.0,8.0,0.0,14.0,0.0,3.0,0.0,,3.0,7.0,1.0,1.0,,
Amir Sadollah,MALE,Welterweight,30.0,Orthodox,177.8,187.96,170.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Dennis Siver,MALE,Lightweight,31.0,Orthodox,167.64,177.8,145.0,5.0-4.0-0.0,4.0,0.0,5.0,0.0,1.0,0.0,,1.0,3.0,1.0,0.0,,
Duane Ludwig,MALE,Welterweight,32.0,Orthodox,177.8,177.8,170.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Kris McCray,MALE,Welterweight,29.0,Orthodox,182.88,193.04,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Krzysztof Soszynski,MALE,Light Heavyweight,33.0,Open Stance,185.42,195.58,205.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,2.0,1.0,,
Kyle Noke,MALE,Middleweight,30.0,Southpaw,185.42,193.04,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Nate Marquardt,MALE,Middleweight,31.0,Orthodox,182.88,187.96,185.0,9.0-3.0-0.0,3.0,0.0,9.0,0.0,3.0,0.0,,3.0,4.0,2.0,0.0,,
Pascal Krauss,MALE,Welterweight,23.0,Orthodox,185.42,182.88,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Seth Petruzelli,MALE,Light Heavyweight,30.0,Orthodox,182.88,193.04,205.0,0.0-3.0-0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Vladimir Matyushenko,MALE,Light Heavyweight,39.0,Orthodox,182.88,187.96,205.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,3.0,0.0,,3.0,1.0,0.0,0.0,,
Aaron Simpson,MALE,Middleweight,36.0,Orthodox,182.88,185.42,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
George Sotiropoulos,MALE,Lightweight,33.0,Orthodox,177.8,180.34,155.0,6.0-0.0-0.0,0.0,0.0,6.0,0.0,2.0,0.0,,2.0,1.0,3.0,0.0,,
Gerald Harris,MALE,Middleweight,31.0,Southpaw,180.34,195.58,185.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,,
Karo Parisyan,MALE,Welterweight,28.0,Orthodox,177.8,182.88,170.0,8.0-4.0-0.0,4.0,0.0,8.0,0.0,5.0,0.0,,5.0,1.0,1.0,0.0,,
Matt Brown,MALE,Welterweight,29.0,Orthodox,182.88,190.5,170.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,0.0,0.0,,0.0,3.0,1.0,0.0,,
Matt Hughes,MALE,Welterweight,37.0,Switch,175.26,185.42,170.0,18.0-5.0-0.0,5.0,0.0,18.0,0.0,5.0,0.0,,5.0,6.0,5.0,2.0,,
Mike Lullo,MALE,Lightweight,31.0,Orthodox,172.72,178.0,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Paul Kelly,MALE,Lightweight,26.0,Orthodox,175.26,177.8,155.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,3.0,0.0,,3.0,0.0,1.0,0.0,,
Phil Davis,MALE,Light Heavyweight,26.0,Orthodox,187.96,200.66,205.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Rampage Jackson,MALE,Light Heavyweight,32.0,Orthodox,185.42,185.42,205.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,2.0,0.0,,2.0,3.0,0.0,0.0,,
Tyson Griffin,MALE,Lightweight,26.0,Orthodox,167.64,172.72,145.0,7.0-4.0-0.0,4.0,0.0,7.0,0.0,4.0,0.0,,4.0,1.0,1.0,0.0,,
Cody McKenzie,MALE,Lightweight,22.0,Switch,182.88,182.88,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Fredson Paixao,MALE,Featherweight,31.0,Orthodox,167.64,167.64,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ian Loveland,MALE,Featherweight,27.0,Orthodox,172.72,177.8,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Johny Hendricks,MALE,Welterweight,27.0,Southpaw,175.26,175.26,185.0,4.0-0.0-0.0,0.0,0.0,4.0,1.0,1.0,1.0,,1.0,2.0,0.0,0.0,,
Jonathan Brookins,MALE,Lightweight,25.0,Southpaw,182.88,185.42,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kendall Grove,MALE,Middleweight,28.0,Orthodox,198.12,200.66,185.0,7.0-4.0-0.0,4.0,0.0,7.0,0.0,1.0,0.0,,1.0,2.0,2.0,0.0,,
Nam Phan,MALE,Featherweight,27.0,Orthodox,167.64,177.8,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rich Attonito,MALE,Middleweight,33.0,Orthodox,177.8,182.88,170.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Sako Chivitchian,MALE,Lightweight,26.0,Orthodox,180.34,180.0,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Stephan Bonnar,MALE,Light Heavyweight,33.0,Orthodox,193.04,198.12,205.0,6.0-6.0-0.0,6.0,0.0,6.0,0.0,2.0,0.0,,2.0,2.0,2.0,0.0,,
Will Campuzano,MALE,Bantamweight,24.0,Orthodox,175.26,177.8,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Georges St-Pierre,MALE,Welterweight,29.0,Orthodox,180.34,193.04,185.0,14.0-2.0-0.0,2.0,0.0,14.0,0.0,6.0,0.0,,6.0,5.0,2.0,0.0,,
Jim Miller,MALE,Lightweight,27.0,Southpaw,172.72,180.34,155.0,7.0-1.0-0.0,1.0,0.0,7.0,0.0,4.0,0.0,,4.0,1.0,2.0,0.0,,
Joe Doerksen,MALE,Middleweight,33.0,Orthodox,182.88,190.5,185.0,2.0-6.0-0.0,6.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Joe Stevenson,MALE,Lightweight,28.0,Orthodox,170.18,177.8,145.0,8.0-5.0-0.0,5.0,0.0,8.0,0.0,3.0,0.0,,3.0,1.0,3.0,1.0,,
Mark Bocek,MALE,Lightweight,29.0,Orthodox,172.72,190.5,155.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Matthew Riddle,MALE,Welterweight,24.0,Southpaw,185.42,187.96,170.0,5.0-1.0-0.0,1.0,0.0,5.0,0.0,3.0,0.0,,3.0,1.0,0.0,0.0,,
Pat Audinwood,MALE,Lightweight,24.0,Orthodox,182.88,188.0,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Stefan Struve,MALE,Heavyweight,22.0,Orthodox,210.82,213.36,265.0,4.0-2.0-0.0,2.0,0.0,4.0,1.0,0.0,1.0,,0.0,1.0,2.0,0.0,,
TJ Grant,MALE,Welterweight,26.0,Orthodox,177.8,182.88,155.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Thiago Alves,MALE,Welterweight,27.0,Orthodox,175.26,177.8,170.0,9.0-4.0-0.0,4.0,0.0,9.0,0.0,2.0,0.0,,2.0,6.0,0.0,1.0,,
Chris Leben,MALE,Middleweight,30.0,Southpaw,180.34,187.96,185.0,11.0-5.0-0.0,5.0,0.0,11.0,0.0,2.0,0.0,,2.0,6.0,2.0,0.0,,
Clay Guida,MALE,Lightweight,29.0,Orthodox,170.18,177.8,155.0,7.0-5.0-0.0,5.0,0.0,7.0,0.0,1.0,0.0,,1.0,1.0,3.0,0.0,,
Daniel Roberts,MALE,Welterweight,30.0,Southpaw,177.8,187.96,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Dustin Poirier,MALE,Featherweight,21.0,Southpaw,175.26,182.88,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jacob Volkmann,MALE,Lightweight,30.0,Southpaw,175.26,180.34,155.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Jeremy Stephens,MALE,Lightweight,24.0,Orthodox,172.72,180.34,145.0,5.0-5.0-0.0,5.0,0.0,5.0,0.0,1.0,0.0,,1.0,2.0,0.0,1.0,,
Mike Brown,MALE,Featherweight,35.0,Orthodox,167.64,177.8,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Nate Diaz,MALE,Welterweight,25.0,Southpaw,182.88,193.04,170.0,8.0-3.0-0.0,3.0,0.0,8.0,0.0,0.0,0.0,,0.0,1.0,6.0,0.0,,
Phil Baroni,MALE,Middleweight,34.0,Orthodox,175.26,182.88,170.0,3.0-6.0-0.0,6.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Charlie Brenneman,MALE,Welterweight,29.0,Orthodox,177.8,182.88,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Cody McKenzie,MALE,Lightweight,23.0,Switch,182.88,182.88,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Cole Miller,MALE,Lightweight,26.0,Orthodox,185.42,187.96,145.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,1.0,0.0,,1.0,1.0,4.0,0.0,,
DaMarques Johnson,MALE,Welterweight,28.0,Orthodox,185.42,190.5,170.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Mark Hominick,MALE,Featherweight,28.0,Orthodox,172.72,172.72,145.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Matt Mitrione,MALE,Heavyweight,32.0,Switch,190.5,200.66,265.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Melvin Guillard,MALE,Lightweight,27.0,Orthodox,175.26,172.72,155.0,8.0-4.0-0.0,4.0,0.0,8.0,0.0,1.0,0.0,,1.0,4.0,0.0,1.0,,
Pat Barry,MALE,Heavyweight,31.0,Orthodox,180.34,187.96,235.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Rani Yahya,MALE,Featherweight,26.0,Orthodox,167.64,170.18,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Waylon Lowe,MALE,Lightweight,30.0,Southpaw,170.18,174.0,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Will Campuzano,MALE,Bantamweight,24.0,Orthodox,175.26,177.8,125.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Anderson Silva,MALE,Middleweight,35.0,Southpaw,187.96,195.58,185.0,12.0-0.0-0.0,0.0,0.0,12.0,0.0,2.0,0.0,,2.0,7.0,3.0,0.0,,
Chad Mendes,MALE,Featherweight,25.0,Orthodox,167.64,167.64,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Donald Cerrone,MALE,Lightweight,27.0,Orthodox,185.42,185.42,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Forrest Griffin,MALE,Light Heavyweight,31.0,Orthodox,190.5,195.58,205.0,8.0-4.0-0.0,4.0,0.0,8.0,0.0,4.0,0.0,,4.0,1.0,2.0,0.0,,
Jake Ellenberger,MALE,Welterweight,25.0,Orthodox,175.26,180.34,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,,
Jon Jones,MALE,Light Heavyweight,23.0,Orthodox,193.04,213.36,205.0,5.0-1.0-0.0,1.0,0.0,5.0,0.0,2.0,0.0,,2.0,2.0,1.0,0.0,,
Kyle Kingsbury,MALE,Light Heavyweight,28.0,Orthodox,193.04,193.04,205.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Miguel Torres,MALE,Bantamweight,30.0,Orthodox,175.26,193.04,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mike Pierce,MALE,Welterweight,30.0,Orthodox,172.72,177.8,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Norifumi Yamamoto,MALE,Bantamweight,33.0,Southpaw,162.56,167.64,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Paul Taylor,MALE,Lightweight,31.0,Orthodox,182.88,182.88,155.0,3.0-5.0-0.0,5.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Alexander Gustafsson,MALE,Light Heavyweight,24.0,Orthodox,195.58,200.66,205.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Brian Ebersole,MALE,Welterweight,30.0,Southpaw,182.88,185.42,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Chris Camozzi,MALE,Middleweight,24.0,Orthodox,187.96,193.04,185.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
George Sotiropoulos,MALE,Lightweight,33.0,Orthodox,177.8,180.34,155.0,7.0-0.0-0.0,0.0,0.0,7.0,0.0,2.0,0.0,,2.0,1.0,4.0,0.0,,
Maciej Jewtuszko,MALE,Lightweight,30.0,Southpaw,182.88,188.0,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mark Hunt,MALE,Heavyweight,36.0,Orthodox,177.8,182.88,265.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Michael Bisping,MALE,Middleweight,31.0,Orthodox,185.42,190.5,185.0,10.0-3.0-0.0,3.0,0.0,10.0,0.0,3.0,0.0,,3.0,6.0,0.0,0.0,,
Nick Ring,MALE,Middleweight,32.0,Southpaw,182.88,187.96,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ross Pearson,MALE,Lightweight,26.0,Orthodox,172.72,175.26,155.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,1.0,,
Tom Blackledge,MALE,Light Heavyweight,32.0,Orthodox,182.88,196.0,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Zhang Tiequan,MALE,Featherweight,32.0,Orthodox,172.72,177.8,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alessio Sakara,MALE,Middleweight,29.0,Orthodox,182.88,182.88,185.0,6.0-5.0-0.0,5.0,0.0,6.0,0.0,1.0,0.0,,1.0,4.0,0.0,0.0,,
Brian Bowles,MALE,Bantamweight,30.0,Orthodox,170.18,177.8,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
CB Dollaway,MALE,Middleweight,27.0,Orthodox,187.96,193.04,185.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,2.0,0.0,,2.0,1.0,2.0,0.0,,
David Branch,MALE,Middleweight,29.0,Orthodox,185.42,198.12,185.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Diego Sanchez,MALE,Welterweight,29.0,Southpaw,177.8,182.88,170.0,11.0-4.0-0.0,4.0,0.0,11.0,0.0,5.0,0.0,,5.0,5.0,0.0,0.0,,
Igor Pokrajac,MALE,Light Heavyweight,32.0,Orthodox,182.88,193.04,205.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Joe Stevenson,MALE,Lightweight,28.0,Orthodox,170.18,177.8,145.0,8.0-6.0-0.0,6.0,0.0,8.0,0.0,3.0,0.0,,3.0,1.0,3.0,1.0,,
Rob Kimmons,MALE,Middleweight,30.0,Orthodox,177.8,185.42,185.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,2.0,0.0,,
Steve Cantwell,MALE,Light Heavyweight,24.0,Orthodox,187.96,190.5,185.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Takeya Mizugaki,MALE,Bantamweight,27.0,Orthodox,170.18,172.72,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Thiago Tavares,MALE,Lightweight,26.0,Orthodox,170.18,172.72,145.0,5.0-4.0-0.0,4.0,0.0,5.0,0.0,3.0,0.0,,3.0,0.0,2.0,0.0,,
Costas Philippou,MALE,Catch Weight,31.0,Orthodox,180.34,185.42,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dan Miller,MALE,Middleweight,29.0,Orthodox,185.42,187.96,185.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Edson Barboza,MALE,Lightweight,25.0,Orthodox,180.34,190.5,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Erik Koch,MALE,Featherweight,22.0,Southpaw,177.8,180.34,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jim Miller,MALE,Lightweight,27.0,Southpaw,172.72,180.34,155.0,8.0-1.0-0.0,1.0,0.0,8.0,0.0,4.0,0.0,,4.0,1.0,3.0,0.0,,
Joseph Benavidez,MALE,Bantamweight,26.0,Southpaw,162.56,165.1,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kurt Pellegrino,MALE,Lightweight,31.0,Orthodox,172.72,177.8,155.0,7.0-4.0-0.0,4.0,0.0,7.0,0.0,2.0,0.0,,2.0,1.0,4.0,0.0,,
Luiz Cane,MALE,Light Heavyweight,29.0,Southpaw,187.96,195.58,185.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Mauricio Rua,MALE,Light Heavyweight,29.0,Orthodox,185.42,193.04,205.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,,
Mirko Filipovic,MALE,Heavyweight,36.0,Southpaw,187.96,185.42,230.0,4.0-4.0-0.0,4.0,0.0,4.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,,
Ricardo Almeida,MALE,Welterweight,34.0,Orthodox,182.88,187.96,170.0,6.0-4.0-0.0,4.0,0.0,6.0,0.0,3.0,0.0,,3.0,0.0,3.0,0.0,,
Urijah Faber,MALE,Bantamweight,31.0,Orthodox,167.64,170.18,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alex Caceres,MALE,Featherweight,22.0,Southpaw,177.8,185.42,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Anthony Johnson,MALE,Welterweight,27.0,Orthodox,187.96,198.12,205.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,,
Chan Sung Jung,MALE,Featherweight,24.0,Orthodox,170.18,182.88,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
DaMarques Johnson,MALE,Welterweight,28.0,Orthodox,185.42,190.5,170.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.0,,
John Hathaway,MALE,Welterweight,23.0,Orthodox,185.42,190.5,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,3.0,0.0,,3.0,1.0,0.0,0.0,,
Johny Hendricks,MALE,Welterweight,27.0,Southpaw,175.26,175.26,185.0,4.0-1.0-0.0,1.0,0.0,4.0,1.0,1.0,1.0,,1.0,2.0,0.0,0.0,,
Jon Madsen,MALE,Heavyweight,31.0,Orthodox,182.88,182.88,240.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Mario Miranda,MALE,Middleweight,31.0,Orthodox,190.5,187.96,185.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Michael McDonald,MALE,Bantamweight,20.0,Orthodox,175.26,177.8,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Phil Davis,MALE,Light Heavyweight,26.0,Orthodox,187.96,200.66,205.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,,
Sean McCorkle,MALE,Heavyweight,34.0,Orthodox,200.66,205.74,265.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Waylon Lowe,MALE,Lightweight,30.0,Southpaw,170.18,174.0,145.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
