r_fighter,b_fighter,date,month,year,gender,location,city,state,country,finish,finishdetails,finishround,totalfighttimesecs,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,b_odds,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,r_matchwcrank,r_pfprank,b_matchwcrank,b_pfprank
Alexandr Romanov,Roque Martinez,2020-09-12,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Heavyweight,3.0,1.0,-10.16,5.0,-12.7,-360.0,29.0,Southpaw,187.96,190.5,262.0,275.0,34.0,Orthodox,177.8,177.8,250.0,,,,
Billy Quarantillo,Kyle Nelson,2020-09-12,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Featherweight,3.0,1.0,2.54,-2.0,2.54,-250.0,31.0,Orthodox,177.8,177.8,145.0,195.0,29.0,Switch,180.34,180.34,155.0,,,,
Bobby Green,Alan Patrick,2020-09-12,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Lightweight,3.0,1.0,2.54,3.0,7.62,-295.0,34.0,Orthodox,177.8,180.34,155.0,227.0,37.0,Southpaw,180.34,187.96,155.0,,,,
Brok Weaver,Jalin Turner,2020-09-12,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Catch Weight,3.0,1.0,7.62,-3.0,10.16,306.0,28.0,Southpaw,182.88,185.42,155.0,-420.0,25.0,Southpaw,190.5,195.58,155.0,,,,
Bryan Barberena,Anthony Ivy,2020-09-12,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Welterweight,3.0,1.0,5.08,-1.0,5.08,-278.0,31.0,Southpaw,182.88,182.88,170.0,215.0,30.0,Orthodox,187.96,187.96,185.0,,,,
Ed Herman,Mike Rodriguez,2020-09-12,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Light Heavyweight,3.0,1.0,7.62,-8.0,12.7,195.0,39.0,Orthodox,185.42,195.58,205.0,-250.0,31.0,Southpaw,193.04,208.28,205.0,,,,
Julia Avila,Sijara Eubanks,2020-09-12,9,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Women's Bantamweight,3.0,1.0,-7.62,3.0,-2.54,-305.0,32.0,Orthodox,170.18,172.72,135.0,230.0,35.0,Orthodox,162.56,170.18,135.0,14.0,,15.0,
Michelle Waterson,Angela Hill,2020-09-12,9,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,S-DEC,,,,False,Women's Strawweight,5.0,1.0,0.0,1.0,5.08,105.0,34.0,Orthodox,160.02,157.48,115.0,-125.0,35.0,Orthodox,160.02,162.56,115.0,8.0,,13.0,
Ottman Azaitar,Khama Worthy,2020-09-12,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Lightweight,3.0,1.0,7.62,3.0,7.62,110.0,30.0,Switch,172.72,180.34,155.0,-137.0,33.0,Orthodox,180.34,187.96,155.0,,,,
Roosevelt Roberts,Kevin Croom,2020-09-12,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Lightweight,3.0,1.0,-7.62,7.0,0.0,-385.0,26.0,Orthodox,187.96,185.42,155.0,286.0,33.0,Orthodox,180.34,185.42,155.0,,,,
Roxanne Modafferi,Andrea Lee,2020-09-12,9,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Women's Flyweight,3.0,1.0,-2.54,-6.0,0.0,240.0,37.0,Orthodox,170.18,175.26,125.0,-335.0,31.0,Orthodox,167.64,175.26,125.0,8.0,,9.0,
Sabina Mazo,Justine Kish,2020-09-12,9,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Women's Flyweight,3.0,1.0,-5.08,9.0,-15.24,-265.0,23.0,Orthodox,170.18,177.8,125.0,200.0,32.0,Orthodox,165.1,162.56,125.0,,,,
Andre Ewell,Irwin Rivera,2020-09-19,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,S-DEC,,,,False,Bantamweight,3.0,1.0,-5.08,-1.0,-20.32,-240.0,32.0,Southpaw,172.72,190.5,135.0,187.0,31.0,Southpaw,167.64,170.18,135.0,,,,
Colby Covington,Tyron Woodley,2020-09-19,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Welterweight,5.0,1.0,-5.08,6.0,5.08,-335.0,32.0,Orthodox,180.34,182.88,170.0,260.0,38.0,Orthodox,175.26,187.96,170.0,2.0,,5.0,
Darrick Minner,TJ Laramie,2020-09-19,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Featherweight,3.0,1.0,-2.54,-8.0,-7.62,245.0,30.0,Orthodox,170.18,175.26,145.0,-335.0,22.0,Orthodox,167.64,167.64,145.0,,,,
Jessica-Rose Clark,Sarah Alpar,2020-09-19,9,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Women's Bantamweight,3.0,1.0,-2.54,-3.0,0.0,-230.0,32.0,Orthodox,165.1,162.56,125.0,180.0,29.0,Southpaw,162.56,162.56,135.0,,,,
Johnny Walker,Ryan Spann,2020-09-19,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Light Heavyweight,3.0,1.0,-2.54,1.0,-7.62,-125.0,28.0,Orthodox,198.12,208.28,205.0,100.0,29.0,Orthodox,195.58,200.66,205.0,11.0,,12.0,
Jordan Espinosa,David Dvorak,2020-09-19,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Flyweight,3.0,1.0,-2.54,-2.0,-2.54,-112.0,30.0,Orthodox,167.64,175.26,125.0,-112.0,28.0,Orthodox,165.1,172.72,125.0,13.0,,14.0,
Journey Newson,Randy Costa,2020-09-19,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Bantamweight,3.0,1.0,10.16,-5.0,15.24,-137.0,31.0,Orthodox,165.1,170.18,135.0,110.0,26.0,Switch,175.26,185.42,135.0,,,,
Kevin Holland,Darren Stewart,2020-09-19,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,S-DEC,,,,False,Middleweight,3.0,1.0,-7.62,2.0,-17.78,-265.0,27.0,Orthodox,190.5,205.74,170.0,205.0,29.0,Orthodox,182.88,187.96,185.0,,,,
Khamzat Chimaev,Gerald Meerschaert,2020-09-19,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Middleweight,3.0,1.0,-2.54,6.0,5.08,-400.0,26.0,Orthodox,187.96,190.5,170.0,300.0,32.0,Southpaw,185.42,195.58,185.0,,,,
Mackenzie Dern,Randa Markos,2020-09-19,9,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Women's Strawweight,3.0,1.0,0.0,8.0,0.0,-177.0,27.0,Orthodox,162.56,160.02,115.0,140.0,35.0,Orthodox,162.56,160.02,115.0,15.0,,,
Mayra Bueno Silva,Mara Romero Borella,2020-09-19,9,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Women's Flyweight,3.0,1.0,0.0,5.0,7.62,-275.0,29.0,Orthodox,167.64,167.64,135.0,210.0,34.0,Orthodox,167.64,175.26,125.0,,,,
Mirsad Bektic,Damon Jackson,2020-09-19,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Featherweight,3.0,1.0,7.62,3.0,2.54,-375.0,29.0,Orthodox,172.72,177.8,145.0,277.0,32.0,Switch,180.34,180.34,145.0,,,,
Tyson Nam,Jerome Rivera,2020-09-19,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Bantamweight,3.0,1.0,7.62,-11.0,10.16,-190.0,36.0,Orthodox,170.18,172.72,125.0,150.0,25.0,Southpaw,177.8,182.88,135.0,,,,
Brad Riddell,Alex Da Silva,2020-09-26,9,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Lightweight,3.0,1.0,2.54,-4.0,5.08,-335.0,28.0,Orthodox,170.18,180.34,155.0,253.0,24.0,Orthodox,172.72,185.42,155.0,,,,
Diego Sanchez,Jake Matthews,2020-09-26,9,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Welterweight,3.0,1.0,2.54,-12.0,2.54,470.0,38.0,Southpaw,177.8,182.88,170.0,-715.0,26.0,Orthodox,180.34,185.42,170.0,,,,
Dominick Reyes,Jan Blachowicz,2020-09-26,9,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,True,Light Heavyweight,5.0,1.0,-5.08,7.0,2.54,-265.0,30.0,Southpaw,193.04,195.58,205.0,215.0,37.0,Orthodox,187.96,198.12,205.0,1.0,,2.0,
Hakeem Dawodu,Zubaira Tukhugov,2020-09-26,9,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,S-DEC,,,,False,Featherweight,3.0,1.0,0.0,0.0,-12.7,115.0,29.0,Orthodox,172.72,185.42,145.0,-143.0,29.0,Orthodox,172.72,172.72,145.0,,,,
Israel Adesanya,Paulo Costa,2020-09-26,9,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,True,Middleweight,5.0,1.0,-7.62,-2.0,-20.32,-186.0,31.0,Switch,193.04,203.2,185.0,151.0,29.0,Orthodox,185.42,182.88,185.0,0.0,4.0,2.0,
Juan Espino,Jeff Hughes,2020-09-26,9,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,,False,Heavyweight,3.0,1.0,-5.08,-7.0,-12.7,-305.0,39.0,Orthodox,193.04,208.28,250.0,233.0,32.0,Orthodox,187.96,195.58,250.0,,,,
Kai Kara-France,Brandon Royval,2020-09-26,9,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,,False,Flyweight,3.0,1.0,12.7,1.0,-2.54,-240.0,27.0,Orthodox,162.56,175.26,125.0,188.0,28.0,Southpaw,175.26,172.72,125.0,7.0,,9.0,
Ketlen Vieira,Sijara Eubanks,2020-09-26,9,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Women's Bantamweight,3.0,1.0,-10.16,6.0,-2.54,-190.0,29.0,Orthodox,172.72,172.72,135.0,150.0,35.0,Orthodox,162.56,170.18,135.0,7.0,,13.0,
Khadis Ibragimov,Danilo Marques,2020-09-26,9,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Light Heavyweight,3.0,1.0,7.62,9.0,0.0,-182.0,25.0,Orthodox,190.5,198.12,205.0,150.0,34.0,Orthodox,198.12,198.12,205.0,,,,
Shane Young,Ludovit Klein,2020-09-26,9,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Featherweight,3.0,1.0,0.0,-2.0,-10.16,108.0,27.0,Orthodox,172.72,182.88,145.0,-129.0,25.0,Southpaw,172.72,172.72,155.0,,,,
William Knight,Aleksa Camur,2020-09-26,9,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Light Heavyweight,3.0,1.0,7.62,-7.0,2.54,134.0,32.0,Orthodox,177.8,185.42,205.0,-167.0,25.0,Orthodox,185.42,187.96,205.0,,,,
Carlos Condit,Court McGee,2020-10-03,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Welterweight,3.0,1.0,-7.62,-1.0,0.0,111.0,36.0,Orthodox,187.96,190.5,170.0,-137.0,35.0,Orthodox,180.34,190.5,170.0,,,,
Casey Kenney,Heili Alateng,2020-10-03,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Bantamweight,3.0,1.0,-5.08,-1.0,-5.08,-335.0,29.0,Southpaw,170.18,172.72,135.0,246.0,28.0,Orthodox,165.1,167.64,135.0,,,,
Dequan Townsend,Dusko Todorovic,2020-10-03,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Middleweight,3.0,1.0,-5.08,-8.0,-12.7,245.0,34.0,Orthodox,190.5,200.66,205.0,-335.0,26.0,Orthodox,185.42,187.96,185.0,,,,
Germaine de Randamie,Julianna Pena,2020-10-03,10,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,,False,Women's Bantamweight,3.0,1.0,-7.62,-5.0,-5.08,-150.0,36.0,Orthodox,175.26,180.34,135.0,122.0,31.0,Orthodox,167.64,175.26,135.0,1.0,,4.0,
Holly Holm,Irene Aldana,2020-10-03,10,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Women's Bantamweight,5.0,1.0,2.54,-6.0,-2.54,-125.0,38.0,Southpaw,172.72,175.26,135.0,103.0,32.0,Orthodox,175.26,172.72,135.0,2.0,,6.0,
Jordan Williams,Nassourdine Imavov,2020-10-03,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Middleweight,3.0,1.0,5.08,-4.0,0.0,-125.0,29.0,Southpaw,185.42,190.5,185.0,105.0,25.0,Orthodox,190.5,190.5,185.0,,,,
Kyler Phillips,Cameron Else,2020-10-03,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Bantamweight,3.0,1.0,2.54,8.0,-2.54,-480.0,25.0,Orthodox,172.72,182.88,135.0,342.0,33.0,Switch,175.26,180.34,135.0,,,,
Loma Lookboonmee,Jinh Yu Frey,2020-10-03,10,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Women's Strawweight,3.0,1.0,5.08,11.0,10.16,-150.0,24.0,Orthodox,154.94,154.94,115.0,120.0,35.0,Southpaw,160.02,165.1,115.0,,,,
Luigi Vendramini,Jessin Ayari,2020-10-03,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Lightweight,3.0,1.0,10.16,4.0,0.0,-109.0,24.0,Orthodox,172.72,185.42,170.0,-114.0,28.0,Orthodox,182.88,185.42,155.0,,,,
Yorgan De Castro,Carlos Felipe,2020-10-03,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Heavyweight,3.0,1.0,0.0,-8.0,2.54,-265.0,33.0,Orthodox,182.88,187.96,250.0,205.0,25.0,Orthodox,182.88,190.5,245.0,,,,
Ali AlQaisi,Tony Kelley,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Bantamweight,3.0,1.0,7.62,3.0,5.08,190.0,30.0,Orthodox,167.64,172.72,135.0,-245.0,33.0,Switch,175.26,177.8,135.0,,,,
Ben Rothwell,Marcin Tybura,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Heavyweight,3.0,1.0,-2.54,-4.0,0.0,-159.0,38.0,Orthodox,193.04,198.12,265.0,130.0,34.0,Orthodox,190.5,198.12,249.0,,,,
Bruno Silva,Tagir Ulanbekov,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Flyweight,3.0,1.0,5.08,0.0,2.54,321.0,30.0,Orthodox,162.56,165.1,125.0,-455.0,30.0,Orthodox,167.64,167.64,125.0,,,,
Chris Daukaus,Rodrigo Nascimento,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Heavyweight,3.0,1.0,-2.54,-4.0,10.16,205.0,31.0,Orthodox,190.5,193.04,250.0,-265.0,27.0,Orthodox,187.96,203.2,246.0,,,,
Edson Barboza,Makwan Amirkhani,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Featherweight,3.0,1.0,-2.54,-3.0,-7.62,-286.0,34.0,Orthodox,180.34,190.5,145.0,225.0,31.0,Southpaw,177.8,182.88,145.0,,,,
Giga Chikadze,Omar Morales,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Featherweight,3.0,1.0,-2.54,2.0,-2.54,136.0,32.0,Orthodox,182.88,187.96,145.0,-175.0,34.0,Orthodox,180.34,185.42,145.0,,,,
Impa Kasanganay,Joaquin Buckley,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Middleweight,3.0,1.0,-2.54,0.0,2.54,-265.0,26.0,Orthodox,180.34,190.5,185.0,200.0,26.0,Southpaw,177.8,193.04,185.0,,,,
Markus Perez,Dricus Du Plessis,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Middleweight,3.0,1.0,-2.54,-6.0,-2.54,133.0,32.0,Orthodox,185.42,185.42,185.0,-167.0,26.0,Orthodox,182.88,182.88,185.0,,,,
Marlon Moraes,Cory Sandhagen,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Bantamweight,5.0,1.0,12.7,-4.0,7.62,115.0,32.0,Orthodox,167.64,170.18,135.0,-141.0,28.0,Switch,180.34,177.8,135.0,1.0,,4.0,
Tom Aspinall,Alan Baudot,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Heavyweight,3.0,1.0,-5.08,3.0,-7.62,-560.0,27.0,Orthodox,195.58,198.12,256.0,400.0,30.0,Orthodox,190.5,190.5,205.0,,,,
Tom Breese,KB Bhullar,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Middleweight,3.0,1.0,2.54,-1.0,7.62,-275.0,29.0,Southpaw,190.5,185.42,185.0,210.0,28.0,Orthodox,193.04,193.04,185.0,,,,
Tracy Cortez,Stephanie Egger,2020-10-10,10,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Women's Bantamweight,3.0,1.0,5.08,6.0,5.08,-205.0,26.0,Orthodox,165.1,165.1,135.0,160.0,32.0,Orthodox,170.18,170.18,135.0,,,,
Youssef Zalal,Ilia Topuria,2020-10-10,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Featherweight,3.0,1.0,-7.62,-1.0,-12.7,-162.0,24.0,Switch,177.8,182.88,145.0,130.0,23.0,Orthodox,170.18,170.18,145.0,,,,
Brian Ortega,Chan Sung Jung,2020-10-17,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Featherweight,5.0,1.0,-2.54,4.0,7.62,160.0,29.0,Switch,172.72,175.26,145.0,-200.0,33.0,Orthodox,170.18,182.88,145.0,2.0,,4.0,
Claudio Silva,James Krause,2020-10-17,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Welterweight,3.0,1.0,7.62,-4.0,5.08,120.0,38.0,Southpaw,180.34,180.34,170.0,-150.0,34.0,Orthodox,187.96,185.42,170.0,,,,
Gadzhimurad Antigulov,Maxim Grishin,2020-10-17,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Light Heavyweight,3.0,1.0,10.16,3.0,20.32,277.0,33.0,Orthodox,180.34,177.8,205.0,-375.0,36.0,Orthodox,190.5,198.12,220.0,,,,
Gillian Robertson,Poliana Botelho,2020-10-17,10,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Women's Flyweight,3.0,1.0,7.62,6.0,10.16,-215.0,25.0,Orthodox,165.1,160.02,125.0,169.0,31.0,Orthodox,172.72,170.18,115.0,15.0,,,
Jamie Mullarkey,Fares Ziam,2020-10-17,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Lightweight,3.0,1.0,2.54,-3.0,2.54,-137.0,26.0,Orthodox,182.88,187.96,155.0,110.0,23.0,Orthodox,185.42,190.5,155.0,,,,
Jimmy Crute,Modestas Bukauskas,2020-10-17,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Light Heavyweight,3.0,1.0,2.54,2.0,10.16,-335.0,24.0,Orthodox,187.96,187.96,205.0,250.0,26.0,Switch,190.5,198.12,205.0,,,,
Junyong Park,John Phillips,2020-10-17,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Middleweight,3.0,1.0,2.54,6.0,5.08,-278.0,29.0,Orthodox,177.8,185.42,185.0,215.0,35.0,Southpaw,180.34,190.5,185.0,,,,
Katlyn Chookagian,Jessica Andrade,2020-10-17,10,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Women's Flyweight,3.0,1.0,-20.32,-2.0,-15.24,130.0,31.0,Orthodox,175.26,172.72,125.0,-159.0,29.0,Orthodox,154.94,157.48,115.0,1.0,,2.0,
Mateusz Gamrot,Guram Kutateladze,2020-10-17,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,S-DEC,,,,False,Lightweight,3.0,1.0,2.54,-1.0,5.08,-335.0,29.0,Southpaw,177.8,177.8,155.0,245.0,28.0,Orthodox,180.34,182.88,155.0,,,,
Said Nurmagomedov,Mark Striegl,2020-10-17,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Bantamweight,3.0,1.0,0.0,4.0,0.0,-435.0,28.0,Orthodox,172.72,177.8,135.0,317.0,32.0,Southpaw,172.72,177.8,135.0,,,,
Thomas Almeida,Jonathan Martinez,2020-10-17,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,,False,Featherweight,3.0,1.0,2.54,-3.0,0.0,-139.0,29.0,Southpaw,170.18,177.8,145.0,110.0,26.0,Southpaw,172.72,177.8,145.0,,,,
Alex Oliveira,Shavkat Rakhmonov,2020-10-24,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,,False,Welterweight,3.0,1.0,5.08,-6.0,2.54,-112.0,32.0,Orthodox,180.34,193.04,170.0,-112.0,26.0,Orthodox,185.42,195.58,170.0,,,,
Alexander Volkov,Walt Harris,2020-10-24,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Heavyweight,3.0,1.0,-5.08,5.0,-7.62,-190.0,32.0,Orthodox,200.66,203.2,250.0,150.0,37.0,Southpaw,195.58,195.58,250.0,7.0,,10.0,
Jacob Malkoun,Phillip Hawes,2020-10-24,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Middleweight,3.0,1.0,7.62,6.0,10.16,195.0,25.0,Orthodox,175.26,185.42,185.0,-250.0,31.0,Orthodox,182.88,195.58,185.0,,,,
Joel Alvarez,Alexander Yakovlev,2020-10-24,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,,False,Lightweight,3.0,1.0,0.0,10.0,-7.62,-175.0,26.0,Orthodox,190.5,195.58,155.0,138.0,36.0,Southpaw,190.5,187.96,155.0,,,,
Khabib Nurmagomedov,Justin Gaethje,2020-10-24,10,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,,True,Lightweight,5.0,1.0,2.54,-1.0,0.0,-315.0,32.0,Orthodox,177.8,177.8,155.0,255.0,31.0,Orthodox,180.34,177.8,155.0,0.0,2.0,1.0,7.0
Lauren Murphy,Liliya Shakirova,2020-10-24,10,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,,False,Women's Flyweight,3.0,1.0,-2.54,-8.0,-5.08,-215.0,37.0,Orthodox,165.1,170.18,125.0,170.0,29.0,Orthodox,162.56,165.1,125.0,5.0,,,
Liana Jojua,Miranda Maverick,2020-10-24,10,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,,False,Women's Flyweight,3.0,1.0,-2.54,-2.0,7.62,295.0,25.0,Orthodox,162.56,157.48,125.0,-400.0,23.0,Southpaw,160.02,165.1,125.0,,,,
